priority,workState,type,sport,slug,route,status,qualityClassification,uniquenessClassification,indexability,reasonHeld,evidenceCoverage,internalLinks,productRelationships,workStateReasons,title
P0,READY,explainer,running,road-vs-trail-running-shoes,/guides/road-vs-trail-running-shoes,published,complete,GENUINELY_UNIQUE,INDEXABLE,,none,finder|best|compare|related,product:asics-novablast-6;product:hoka-speedgoat-6;product:saucony-peregrine-15;product:brooks-cascadia-18;product:asics-gel-trabuco-13;product:new-balance-fresh-foam-x-hierro-v9;product:nike-pegasus-trail-5;product:adidas-terrex-agravic-3,guide_complete,Road vs Trail Running Shoes
P0,READY,explainer,running,running-gels-explained,/guides/running-gels-explained,published,complete,GENUINELY_UNIQUE,PUBLIC_NOINDEX,soft_gated_category,none,best|compare|related,product:maurten-gel-100;product:maurten-gel-100-caf-100;product:sis-go-isotonic-gel;product:sis-beta-fuel-gel;product:precision-pf30-gel;product:neversecond-c30-gel;product:gu-energy-gel;product:gu-roctane-gel,guide_complete,Running Gels Explained
P0,READY,explainer,running,running-jackets-explained,/guides/running-jackets-explained,published,complete,GENUINELY_UNIQUE,PUBLIC_NOINDEX,soft_gated_category,none,compare,product:brooks-cascadia-jacket,guide_complete,Running Jackets Explained
P0,READY,explainer,running,running-shoe-cushioning,/guides/running-shoe-cushioning,published,complete,GENUINELY_UNIQUE,INDEXABLE,,none,finder|best|compare|related,product:hoka-bondi-9;product:asics-novablast-6;product:hoka-clifton-10;product:nike-vaporfly-4;product:adidas-ultraboost-5;product:on-cloudsurfer-2;product:altra-paradigm-7;product:brooks-glycerin-gts-22,guide_complete,Running Shoe Cushioning Explained
P0,READY,explainer,running,running-shoe-drop,/guides/running-shoe-drop,published,complete,GENUINELY_UNIQUE,INDEXABLE,,none,finder|best|compare|related,product:asics-novablast-6;product:hoka-clifton-10;product:brooks-ghost-18;product:altra-escalante-4,guide_complete,Running Shoe Drop Explained
P0,READY,explainer,running,running-shoe-rotation,/guides/running-shoe-rotation,published,complete,GENUINELY_UNIQUE,INDEXABLE,,none,finder|best|compare|related,product:asics-novablast-6;product:saucony-endorphin-speed-5;product:nike-vaporfly-4;product:hoka-bondi-9,guide_complete,Running Shoe Rotation Explained
P0,READY,explainer,running,running-shoe-terminology,/guides/running-shoe-terminology,published,complete,GENUINELY_UNIQUE,INDEXABLE,,none,finder|best|compare|related,product:asics-novablast-6;product:nike-vaporfly-4,guide_complete,Running Shoe Terminology
P0,READY,explainer,running,running-watch-battery-life-explained,/guides/running-watch-battery-life-explained,published,complete,GENUINELY_UNIQUE,INDEXABLE,,none,best|compare,product:coros-pace-4;product:garmin-forerunner-970;product:garmin-enduro-3,guide_complete,Running Watch Battery Life Explained
P0,READY,explainer,running,shoe-jobs-by-session-type,/guides/shoe-jobs-by-session-type,published,complete,GENUINELY_UNIQUE,INDEXABLE,,none,best|compare,product:nike-pegasus-42;product:adidas-adizero-boston-13;product:nike-vaporfly-4,guide_complete,Shoe Jobs by Session Type
P0,READY,explainer,running,soft-flasks-vs-bladders-explained,/guides/soft-flasks-vs-bladders-explained,published,complete,GENUINELY_UNIQUE,INDEXABLE,,none,best|compare,product:hydrapak-softflask-speed-500;missing:prod-salomon-adv-skin-12;product:camelbak-crux-15,guide_complete,Soft Flasks vs Hydration Bladders Explained
P0,READY,explainer,running,stability-shoes-explained,/guides/stability-shoes-explained,published,complete,GENUINELY_UNIQUE,INDEXABLE,,none,finder|best|compare|related,product:asics-gel-kayano-32;product:brooks-adrenaline-gts-25;product:asics-gt-2000-14;product:nike-structure-plus;product:saucony-guide-18;product:hoka-arahi-7;product:hoka-gaviota-5;product:brooks-glycerin-gts-22,guide_complete,Stability Running Shoes Explained
P0,READY,explainer,running,trail-race-kit-essentials,/guides/trail-race-kit-essentials,published,complete,GENUINELY_UNIQUE,INDEXABLE,,none,compare,product:salomon-adv-skin-12;product:petzl-swift-rl;product:saucony-peregrine-15,guide_complete,Trail Race Kit Essentials
P0,READY,explainer,running,what-is-a-daily-trainer,/guides/what-is-a-daily-trainer,published,complete,GENUINELY_UNIQUE,INDEXABLE,,none,finder|best|compare|related,product:asics-novablast-6;product:brooks-ghost-18;product:nike-pegasus-42;product:nike-pegasus-41;product:asics-novablast-4;product:hoka-clifton-9;product:on-cloudsurfer-2;product:adidas-ultraboost-5,guide_complete,What Is a Daily Trainer?
P0,READY,explainer,running,when-to-use-a-massage-gun,/guides/when-to-use-a-massage-gun,published,complete,GENUINELY_UNIQUE,INDEXABLE,,none,compare,product:therabody-theragun-mini-2;product:oofos-ooriginal,guide_complete,When to Use a Massage Gun
P0,READY,explainer,running,winter-layering-for-runners,/guides/winter-layering-for-runners,published,complete,GENUINELY_UNIQUE,PUBLIC_NOINDEX,soft_gated_category,none,compare,product:brooks-cascadia-jacket,guide_complete,Winter Layering for Runners
P0,READY,alternatives,running,adidas-adizero-boston-12,/products/adidas-adizero-boston-12/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:5|types:3,source:adidas-adizero-boston-12;alt:saucony-endorphin-speed-5;alt:saucony-endorphin-speed-5;alt:saucony-endorphin-speed-4;alt:nike-pegasus-41;alt:saucony-endorphin-speed-4,alternatives_eligible,Adidas Adizero Boston 12 alternatives
P0,READY,alternatives,running,amazfit-active-2,/products/amazfit-active-2/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:4|types:2,source:amazfit-active-2;alt:suunto-run;alt:polar-pacer;alt:garmin-vivoactive-6;alt:suunto-run,alternatives_eligible,Amazfit Active 2 alternatives
P0,READY,alternatives,running,amazfit-t-rex-3-pro,/products/amazfit-t-rex-3-pro/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:4|types:2,source:amazfit-t-rex-3-pro;alt:garmin-instinct-3;alt:samsung-galaxy-watch-ultra;alt:suunto-vertical-2;alt:garmin-instinct-3,alternatives_eligible,Amazfit T-Rex 3 Pro alternatives
P0,READY,alternatives,running,apple-watch-series-10,/products/apple-watch-series-10/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:4|types:2,source:apple-watch-series-10;alt:garmin-vivoactive-6;alt:apple-watch-ultra-3;alt:coros-pace-4;alt:garmin-vivoactive-6,alternatives_eligible,Apple Watch Series 10 alternatives
P0,READY,alternatives,running,apple-watch-ultra-3,/products/apple-watch-ultra-3/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:6|types:2,source:apple-watch-ultra-3;alt:garmin-fenix-8;alt:garmin-forerunner-970;alt:samsung-galaxy-watch-ultra;alt:apple-watch-series-10;alt:apple-watch-ultra-2;alt:garmin-forerunner-970,alternatives_eligible,Apple Watch Ultra 3 alternatives
P0,READY,alternatives,running,asics-gel-cumulus-27,/products/asics-gel-cumulus-27/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:6|types:2,source:asics-gel-cumulus-27;alt:nike-pegasus-42;alt:brooks-ghost-18;alt:nike-pegasus-42;alt:asics-novablast-6;alt:saucony-ride-18;alt:puma-magnify-nitro-2,alternatives_eligible,ASICS GEL-Cumulus 27 alternatives
P0,READY,alternatives,running,asics-gel-kayano-32,/products/asics-gel-kayano-32/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:8|types:3,source:asics-gel-kayano-32;alt:brooks-adrenaline-gts-25;alt:asics-gt-2000-14;alt:brooks-glycerin-gts-22;alt:hoka-gaviota-5;alt:saucony-guide-18;alt:nike-structure-plus;alt:asics-gt-2000-14;alt:brooks-adrenaline-gts-25,alternatives_eligible,ASICS GEL-Kayano 32 alternatives
P0,READY,alternatives,running,asics-gel-nimbus-27,/products/asics-gel-nimbus-27/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:7|types:2,source:asics-gel-nimbus-27;alt:hoka-bondi-9;alt:hoka-clifton-10;alt:nike-vomero-18;alt:brooks-glycerin-22;alt:hoka-clifton-9;alt:asics-novablast-5;alt:brooks-ghost-16,alternatives_eligible,ASICS GEL-Nimbus 27 alternatives
P0,READY,alternatives,running,asics-gt-2000-14,/products/asics-gt-2000-14/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:6|types:2,source:asics-gt-2000-14;alt:asics-gel-kayano-32;alt:new-balance-fresh-foam-x-860-v14;alt:saucony-guide-18;alt:asics-gel-kayano-32;alt:nike-structure-26;alt:brooks-adrenaline-gts-25,alternatives_eligible,ASICS GT-2000 14 alternatives
P0,READY,alternatives,running,asics-metaspeed-sky-paris,/products/asics-metaspeed-sky-paris/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:5|types:2,source:asics-metaspeed-sky-paris;alt:nike-vaporfly-4;alt:nike-alphafly-3;alt:nike-vaporfly-4;alt:saucony-endorphin-pro-4;alt:mizuno-wave-rebellion-pro-3,alternatives_eligible,ASICS METASPEED Sky Paris alternatives
P0,READY,alternatives,running,asics-novablast-5,/products/asics-novablast-5/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:8|types:3,source:asics-novablast-5;alt:brooks-ghost-16;alt:hoka-clifton-9;alt:asics-gel-nimbus-27;alt:asics-novablast-4;alt:nike-pegasus-41;alt:brooks-ghost-16;alt:hoka-clifton-9;alt:asics-gel-nimbus-27,alternatives_eligible,ASICS Novablast 5 alternatives
P0,READY,alternatives,running,asics-novablast-6,/products/asics-novablast-6/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:23|types:10,source:asics-novablast-6;alt:brooks-ghost-18;alt:hoka-clifton-10;alt:brooks-ghost-18;alt:hoka-clifton-10;alt:saucony-ride-18;alt:asics-superblast-2;alt:asics-gel-cumulus-27;alt:asics-gel-kayano-32,alternatives_eligible,ASICS Novablast 6 alternatives
P0,READY,alternatives,running,balega-hidden-comfort,/products/balega-hidden-comfort/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:5|types:3,source:balega-hidden-comfort;alt:balega-blister-resist;alt:balega-blister-resist;alt:feetures-elite-light-cushion;alt:darn-tough-run-1-4;alt:balega-blister-resist,alternatives_eligible,Balega Hidden Comfort alternatives
P0,READY,alternatives,running,brooks-adrenaline-gts-25,/products/brooks-adrenaline-gts-25/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:10|types:3,source:brooks-adrenaline-gts-25;alt:asics-gel-kayano-32;alt:asics-gel-kayano-32;alt:asics-gt-2000-14;alt:brooks-ghost-18;alt:hoka-arahi-7;alt:new-balance-fresh-foam-x-860-v14;alt:asics-gt-2000-14;alt:nike-structure-26,alternatives_eligible,Brooks Adrenaline GTS 25 alternatives
P0,READY,alternatives,running,brooks-ghost-16,/products/brooks-ghost-16/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:6|types:3,source:brooks-ghost-16;alt:nike-pegasus-41;alt:asics-novablast-5;alt:brooks-ghost-18;alt:asics-novablast-5;alt:asics-gel-nimbus-27;alt:nike-pegasus-41,alternatives_eligible,Brooks Ghost 16 alternatives
P0,READY,alternatives,running,brooks-ghost-18,/products/brooks-ghost-18/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:20|types:8,source:brooks-ghost-18;alt:nike-pegasus-42;alt:asics-novablast-6;alt:asics-novablast-6;alt:nike-pegasus-42;alt:nike-vomero-18;alt:brooks-glycerin-22;alt:brooks-adrenaline-gts-25;alt:saucony-ride-18,alternatives_eligible,Brooks Ghost 18 alternatives
P0,READY,alternatives,running,camelbak-crux-15,/products/camelbak-crux-15/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:4|types:2,source:camelbak-crux-15;alt:osprey-hydraulics-lt-15;alt:hydrapak-contour-2l;alt:salomon-soft-reservoir-15;alt:hydrapak-shape-shift-15,alternatives_eligible,CamelBak Crux 1.5L Reservoir alternatives
P0,READY,alternatives,running,camelbak-zephyr-pro,/products/camelbak-zephyr-pro/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:5|types:2,source:camelbak-zephyr-pro;alt:camelbak-apex-pro;alt:nathan-pinnacle-12;alt:camelbak-zephyr;alt:ultimate-direction-adventure-vest;alt:camelbak-apex-pro,alternatives_eligible,CamelBak Zephyr Pro alternatives
P0,READY,alternatives,running,camelbak-zephyr,/products/camelbak-zephyr/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:5|types:2,source:camelbak-zephyr;alt:camelbak-zephyr-pro;alt:camelbak-circuit-run-vest;alt:ultimate-direction-adventure-vest;alt:nathan-vaporair-2;alt:camelbak-zephyr-pro,alternatives_eligible,CamelBak Zephyr alternatives
P0,READY,alternatives,running,coros-apex-4,/products/coros-apex-4/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:7|types:2,source:coros-apex-4;alt:garmin-fenix-8;alt:garmin-instinct-3;alt:garmin-epix-pro-gen-2;alt:suunto-vertical-2;alt:garmin-enduro-3;alt:polar-grit-x2;alt:garmin-fenix-8,alternatives_eligible,COROS Apex 4 alternatives
P0,READY,alternatives,running,coros-heart-rate-monitor,/products/coros-heart-rate-monitor/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:7|types:2,source:coros-heart-rate-monitor;alt:polar-verity-sense;alt:polar-h10;alt:garmin-hrm-fit;alt:wahoo-tickr-fit;alt:scosche-rhythm-plus-2;alt:scosche-rhythm24;alt:polar-verity-sense,alternatives_eligible,COROS Heart Rate Monitor alternatives
P0,READY,alternatives,running,coros-pace-3,/products/coros-pace-3/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:6|types:4,source:coros-pace-3;alt:coros-pace-pro;alt:garmin-forerunner-265;alt:garmin-forerunner-165;alt:garmin-forerunner-265;alt:garmin-forerunner-965;alt:garmin-forerunner-255,alternatives_eligible,COROS Pace 3 alternatives
P0,READY,alternatives,running,coros-pace-4,/products/coros-pace-4/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:10|types:3,source:coros-pace-4;alt:garmin-forerunner-165;alt:garmin-vivoactive-6;alt:garmin-forerunner-265s;alt:coros-pace-pro;alt:garmin-forerunner-570;alt:suunto-run;alt:polar-pacer;alt:apple-watch-series-10,alternatives_eligible,COROS Pace 4 alternatives
P0,READY,alternatives,running,coros-pace-pro,/products/coros-pace-pro/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:10|types:3,source:coros-pace-pro;alt:coros-pace-3;alt:garmin-forerunner-970;alt:garmin-forerunner-970;alt:garmin-forerunner-570;alt:garmin-forerunner-265;alt:suunto-race-s;alt:polar-pacer-pro;alt:apple-watch-ultra-2,alternatives_eligible,COROS Pace Pro alternatives
P0,READY,alternatives,running,coros-vertix-2s,/products/coros-vertix-2s/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:4|types:2,source:coros-vertix-2s;alt:garmin-enduro-3;alt:garmin-fenix-8;alt:suunto-vertical-2;alt:garmin-enduro-3,alternatives_eligible,COROS Vertix 2S alternatives
P0,READY,alternatives,running,feetures-elite-light-cushion,/products/feetures-elite-light-cushion/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:7|types:2,source:feetures-elite-light-cushion;alt:darn-tough-run-1-4;alt:swiftwick-aspire-four;alt:balega-hidden-comfort;alt:balega-blister-resist;alt:cep-run-compression-sock-3;alt:injinji-run-midweight;alt:darn-tough-run-1-4,alternatives_eligible,Feetures Elite Light Cushion alternatives
P0,READY,alternatives,running,flipbelt-classic,/products/flipbelt-classic/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:9|types:2,source:flipbelt-classic;alt:naked-running-band;alt:nathan-peak-hydration-waist-pack;alt:ultraspire-fitted-race-belt-2;alt:compressport-free-belt-pro;alt:salomon-pulse-belt;alt:amphipod-airflow-lite-belt;alt:spibelt-original;alt:nathan-mirage-pak,alternatives_eligible,FlipBelt Classic alternatives
P0,READY,alternatives,running,garmin-enduro-3,/products/garmin-enduro-3/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:7|types:3,source:garmin-enduro-3;alt:suunto-vertical-2;alt:garmin-fenix-8;alt:coros-vertix-2s;alt:garmin-instinct-3;alt:coros-apex-4;alt:suunto-vertical-2;alt:coros-vertix-2s,alternatives_eligible,Garmin Enduro 3 alternatives
P0,READY,alternatives,running,garmin-epix-pro-gen-2,/products/garmin-epix-pro-gen-2/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:4|types:2,source:garmin-epix-pro-gen-2;alt:garmin-fenix-8;alt:garmin-fenix-8;alt:suunto-vertical-2;alt:coros-apex-4,alternatives_eligible,Garmin Epix Pro (Gen 2) alternatives
P0,READY,alternatives,running,garmin-fenix-8,/products/garmin-fenix-8/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:11|types:3,source:garmin-fenix-8;alt:garmin-forerunner-970;alt:garmin-enduro-3;alt:coros-apex-4;alt:suunto-vertical-2;alt:garmin-epix-pro-gen-2;alt:coros-vertix-2s;alt:apple-watch-ultra-3;alt:samsung-galaxy-watch-ultra,alternatives_eligible,Garmin Fenix 8 AMOLED 47mm alternatives
P0,READY,alternatives,running,garmin-forerunner-265s,/products/garmin-forerunner-265s/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:6|types:4,source:garmin-forerunner-265s;alt:garmin-forerunner-265;alt:garmin-forerunner-570;alt:garmin-forerunner-265;alt:coros-pace-4;alt:garmin-forerunner-265;alt:garmin-forerunner-570,alternatives_eligible,Garmin Forerunner 265S alternatives
P0,READY,alternatives,running,garmin-forerunner-570,/products/garmin-forerunner-570/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:8|types:2,source:garmin-forerunner-570;alt:garmin-forerunner-970;alt:garmin-forerunner-970;alt:garmin-forerunner-265;alt:coros-pace-pro;alt:polar-pacer-pro;alt:suunto-race-s;alt:garmin-forerunner-265s;alt:coros-pace-4,alternatives_eligible,Garmin Forerunner 570 alternatives
P0,READY,alternatives,running,garmin-forerunner-965,/products/garmin-forerunner-965/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:5|types:3,source:garmin-forerunner-965;alt:coros-pace-pro;alt:coros-pace-3;alt:garmin-forerunner-255;alt:coros-pace-3;alt:garmin-forerunner-255,alternatives_eligible,Garmin Forerunner 965 alternatives
P0,READY,alternatives,running,garmin-forerunner-970,/products/garmin-forerunner-970/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:11|types:4,source:garmin-forerunner-970;alt:coros-pace-pro;alt:coros-pace-pro;alt:garmin-forerunner-570;alt:garmin-forerunner-965;alt:garmin-forerunner-255;alt:garmin-forerunner-570;alt:coros-apex-2-pro;alt:suunto-race,alternatives_eligible,Garmin Forerunner 970 alternatives
P0,READY,alternatives,running,garmin-hrm-200,/products/garmin-hrm-200/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:7|types:2,source:garmin-hrm-200;alt:polar-h9;alt:garmin-hrm-pro-plus;alt:polar-h10;alt:wahoo-trackr;alt:garmin-hrm-fit;alt:suunto-smart-heart-rate-belt;alt:polar-h9,alternatives_eligible,Garmin HRM 200 alternatives
P0,READY,alternatives,running,garmin-hrm-600,/products/garmin-hrm-600/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:6|types:4,source:garmin-hrm-600;alt:garmin-hrm-pro-plus;alt:polar-h10;alt:garmin-hrm-pro-plus;alt:wahoo-tickr-x;alt:garmin-hrm-pro-plus;alt:polar-h10,alternatives_eligible,Garmin HRM 600 alternatives
P0,READY,alternatives,running,garmin-hrm-fit,/products/garmin-hrm-fit/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:4|types:2,source:garmin-hrm-fit;alt:garmin-hrm-200;alt:polar-verity-sense;alt:coros-heart-rate-monitor;alt:garmin-hrm-200,alternatives_eligible,Garmin HRM-Fit alternatives
P0,READY,alternatives,running,garmin-hrm-pro-plus,/products/garmin-hrm-pro-plus/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:6|types:4,source:garmin-hrm-pro-plus;alt:polar-h10;alt:garmin-hrm-600;alt:polar-h10;alt:garmin-hrm-600;alt:garmin-hrm-200;alt:garmin-hrm-600,alternatives_eligible,Garmin HRM-Pro Plus alternatives
P0,READY,alternatives,running,garmin-instinct-3,/products/garmin-instinct-3/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:4|types:2,source:garmin-instinct-3;alt:amazfit-t-rex-3-pro;alt:garmin-enduro-3;alt:coros-apex-4;alt:amazfit-t-rex-3-pro,alternatives_eligible,Garmin Instinct 3 alternatives
P0,READY,alternatives,running,garmin-vivoactive-6,/products/garmin-vivoactive-6/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:6|types:2,source:garmin-vivoactive-6;alt:garmin-forerunner-165;alt:coros-pace-4;alt:suunto-run;alt:apple-watch-series-10;alt:amazfit-active-2;alt:garmin-forerunner-165,alternatives_eligible,Garmin Vivoactive 6 alternatives
P0,READY,alternatives,running,hoka-bondi-9,/products/hoka-bondi-9/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:13|types:3,source:hoka-bondi-9;alt:asics-gel-nimbus-27;alt:hoka-clifton-10;alt:nike-vomero-18;alt:brooks-ghost-18;alt:adidas-ultraboost-5;alt:altra-paradigm-7;alt:asics-superblast-2;alt:nike-vomero-18,alternatives_eligible,HOKA Bondi 9 alternatives
P0,READY,alternatives,running,hoka-clifton-10,/products/hoka-clifton-10/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:13|types:5,source:hoka-clifton-10;alt:asics-novablast-6;alt:brooks-ghost-18;alt:hoka-bondi-9;alt:asics-gel-nimbus-27;alt:hoka-clifton-pro;alt:new-balance-fresh-foam-x-1080-v14;alt:asics-novablast-4;alt:hoka-clifton-9,alternatives_eligible,HOKA Clifton 10 alternatives
P0,READY,alternatives,running,hoka-speedgoat-6,/products/hoka-speedgoat-6/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:10|types:3,source:hoka-speedgoat-6;alt:saucony-peregrine-15;alt:saucony-peregrine-15;alt:altra-lone-peak-8;alt:brooks-cascadia-18;alt:new-balance-fresh-foam-x-hierro-v9;alt:salomon-ultra-glide-2;alt:salomon-sense-ride-5;alt:altra-lone-peak-8,alternatives_eligible,HOKA Speedgoat 6 alternatives
P0,READY,alternatives,running,hydrapak-softflask-speed-500,/products/hydrapak-softflask-speed-500/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:9|types:2,source:hydrapak-softflask-speed-500;alt:hydrapak-skyflask-speed-500;alt:hydrapak-softflask-500;alt:salomon-soft-flask-500;alt:hydrapak-softflask-250;alt:hydrapak-tube-kit;alt:salomon-soft-flask-speed-500;alt:ultimate-direction-body-bottle-500;alt:nathan-softflask-18oz,alternatives_eligible,HydraPak SoftFlask Speed 500 alternatives
P0,READY,alternatives,running,nathan-peak-hydration-waist-pack,/products/nathan-peak-hydration-waist-pack/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:6|types:2,source:nathan-peak-hydration-waist-pack;alt:ultimate-direction-race-belt;alt:ultimate-direction-ultra-belt;alt:nathan-exoshot-2;alt:flipbelt-classic;alt:nathan-speeddraw-plus-insulated-18oz;alt:ultimate-direction-race-belt,alternatives_eligible,Nathan Peak Hydration Waist Pack alternatives
P0,READY,alternatives,running,nathan-vaporair-2,/products/nathan-vaporair-2/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:6|types:2,source:nathan-vaporair-2;alt:salomon-adv-skin-12;alt:nathan-vaporair-4;alt:osprey-duro-6;alt:ultimate-direction-adventure-vest;alt:camelbak-zephyr;alt:nathan-vaporair-4,alternatives_eligible,Nathan VaporAir 2 alternatives
P0,READY,alternatives,running,nathan-vaporair-4,/products/nathan-vaporair-4/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:7|types:2,source:nathan-vaporair-4;alt:salomon-adv-skin-5;alt:nathan-vaporair-2;alt:ultimate-direction-race-vest-6;alt:uswe-pace-8;alt:ultraspire-alpha-6;alt:black-diamond-distance-8;alt:salomon-adv-skin-5,alternatives_eligible,Nathan VaporAir 4.0 8L alternatives
P0,READY,alternatives,running,new-balance-fresh-foam-x-1080-v14,/products/new-balance-fresh-foam-x-1080-v14/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:6|types:2,source:new-balance-fresh-foam-x-1080-v14;alt:hoka-clifton-10;alt:saucony-triumph-22;alt:brooks-ghost-18;alt:asics-novablast-6;alt:new-balance-fresh-foam-x-1080-v13;alt:topo-athletic-phantom-3,alternatives_eligible,New Balance Fresh Foam X 1080 v14 alternatives
P0,READY,alternatives,running,nike-alphafly-3,/products/nike-alphafly-3/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:8|types:6,source:nike-alphafly-3;alt:nike-vaporfly-4;alt:nike-vaporfly-4;alt:asics-metaspeed-sky-paris;alt:saucony-endorphin-pro-4;alt:adidas-adizero-adios-pro-4;alt:nike-vaporfly-4;alt:asics-metaspeed-sky-paris;alt:saucony-endorphin-pro-4,alternatives_eligible,Nike Alphafly 3 alternatives
P0,READY,alternatives,running,nike-dri-fit-miler-men,/products/nike-dri-fit-miler-men/alternatives,published,ELIGIBLE,N/A,PUBLIC_NOINDEX,parent_product_not_indexable|decisionScore=100|soft_gated_category,n/a,alts:7|types:4,source:nike-dri-fit-miler-men;alt:patagonia-capilene-cool-daily-men;alt:nike-dri-fit-miler-women;alt:janji-run-tee-men;alt:adidas-own-the-run-tee-men;alt:tracksmith-van-cortlandt-tee-men;alt:patagonia-capilene-cool-daily-men;alt:nike-dri-fit-miler-women,alternatives_eligible,Nike Dri-FIT Miler Tee (Men) alternatives
P0,READY,alternatives,running,nike-pegasus-42,/products/nike-pegasus-42/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:10|types:6,source:nike-pegasus-42;alt:brooks-ghost-18;alt:nike-vomero-18;alt:new-balance-fuelcell-rebel-v5;alt:nike-structure-plus;alt:asics-gel-cumulus-27;alt:hoka-speedgoat-6;alt:asics-gel-cumulus-27;alt:asics-novablast-6,alternatives_eligible,Nike Pegasus 42 alternatives
P0,READY,alternatives,running,nike-vaporfly-4,/products/nike-vaporfly-4/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:10|types:4,source:nike-vaporfly-4;alt:nike-alphafly-3;alt:nike-alphafly-3;alt:asics-metaspeed-sky-paris;alt:saucony-endorphin-pro-4;alt:saucony-endorphin-speed-5;alt:asics-metaspeed-sky-paris;alt:adidas-adizero-adios-pro-4;alt:saucony-endorphin-pro-4,alternatives_eligible,Nike Vaporfly 4 alternatives
P0,READY,alternatives,running,osprey-duro-6,/products/osprey-duro-6/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:6|types:2,source:osprey-duro-6;alt:osprey-dyna-6;alt:osprey-duro-15;alt:camelbak-circuit-run-vest;alt:osprey-duro-lt;alt:nathan-vaporair-2;alt:osprey-dyna-6,alternatives_eligible,Osprey Duro 6 alternatives
P0,READY,alternatives,running,osprey-duro-lt,/products/osprey-duro-lt/alternatives,published,ELIGIBLE,N/A,INDEXABLE,,n/a,alts:7|types:2,source:osprey-duro-lt;alt:ultimate-direction-race-vest-6;alt:osprey-dyna-lt;alt:osprey-duro-6;alt:salomon-adv-skin-5;alt:compressport-ultrun-s-pack;alt:nnormal-race-vest;alt:ultimate-direction-race-vest-6,alternatives_eligible,Osprey Duro LT alternatives
