product_slug,status,retailer,url,price,currency,ships_nl,checked_at,notes
adidas-accessory-pouch-2026,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
adidas-shoe-bag-ale-gal-n,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
oxdog-gold-pro,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
oxdog-gold-sticky,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
lok-one-gen-2,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
lok-accessory-bag-gen-2,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
volt-volt-padelbag,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
volt-volt-premium,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
royal-padel-royal-overgrip,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
4on-totalgrip-paste,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
4on-swiftgrip,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
4on-pro-t1,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
head-prime-tour,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
bullpadel-vertex-w,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
