productId,category,tier,depth,editorialState,evidenceBasis,indexableCandidate,hasHero,hasOffer,hasRacketCopy,shortDescriptionLen,verdictLen,buyIfCount,skipIfCount,topicBlockCount,commerceResearch
prod-shockout-shockout-overgrip,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,88,171,2,2,2,RESEARCHED
prod-shockout-100-0062-combo,grips,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,85,171,2,2,2,RESEARCHED
prod-shockout-shockout,grips,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,79,171,2,2,2,RESEARCHED
prod-siux-elite,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,72,171,2,2,2,RESEARCHED
prod-siux-elite-overgrip,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,81,171,2,2,2,RESEARCHED
prod-starvie-premier-soft,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,82,171,2,2,2,RESEARCHED
prod-starvie-tacky-touch,grips,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,101,147,2,2,2,RESEARCHED
prod-tecnifibre-contact-pro,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,84,171,2,2,2,RESEARCHED
prod-tecnifibre-players-pro-feel,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,89,171,2,2,2,RESEARCHED
prod-tecnifibre-pro-contact,grips,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,84,171,2,2,2,RESEARCHED
prod-tourna-tourna-grip-ii,grips,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,83,171,2,2,2,RESEARCHED
prod-tourna-tourna-grip-original-xl,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,92,171,2,2,2,RESEARCHED
prod-tourna-grip-xl,grips,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,76,171,2,2,2,RESEARCHED
prod-tourna-mega-tac,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,97,147,2,2,2,RESEARCHED
prod-wilson-wilson-replacement-grip,grips,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,116,156,2,2,2,RESEARCHED
prod-wilson-pro-overgrip-perforated,grips,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,92,171,2,2,2,RESEARCHED
prod-wilson-profile-padel,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,82,171,2,2,2,RESEARCHED
prod-yonex-super-grap,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,78,171,2,2,2,RESEARCHED
prod-kuikma-insulated-backpack-pro-40-l,bags,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,95,136,2,2,2,RESEARCHED
prod-adidas-weekend-bag-martita-ortega-2026,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,99,144,2,2,2,RESEARCHED
prod-adidas-accessory-pouch-2026,accessories,C,light,EDITORIAL_LIGHT,curated_seed,no,yes,no,no,155,83,2,2,2,RESEARCHED
prod-adidas-shoe-bag-ale-gal-n,accessories,C,light,EDITORIAL_LIGHT,curated_seed,no,yes,no,no,153,83,2,2,2,RESEARCHED
prod-dunlop-elite-thermo,bags,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,80,136,2,2,2,RESEARCHED
prod-dunlop-tour-pro,grips,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,77,171,2,2,2,RESEARCHED
prod-dunlop-tour-dry,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,77,171,2,2,2,RESEARCHED
prod-dunlop-protection-tape,accessories,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,142,139,2,2,2,RESEARCHED
prod-joma-vero-virseda-2026,bags,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,83,142,2,2,2,RESEARCHED
prod-babolat-rh-perf-padel,bags,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,82,145,2,2,2,RESEARCHED
prod-bullpadel-gb-1201-perforated,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,90,171,2,2,2,RESEARCHED
prod-bullpadel-gb-1202-fixogrip-pro,grips,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,116,156,2,2,2,RESEARCHED
prod-bullpadel-gb-1705-sensogrip-pro,grips,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,117,156,2,2,2,RESEARCHED
prod-nox-pro-overgrip-perforated,grips,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,89,171,2,2,2,RESEARCHED
prod-wilson-profile-padel-overgrip,grips,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,91,171,2,2,2,RESEARCHED
prod-oxdog-gold-pro,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,76,171,2,2,2,RESEARCHED
prod-oxdog-gold-sticky,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,99,147,2,2,2,RESEARCHED
prod-oxdog-no1,accessories,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,129,139,2,2,2,RESEARCHED
prod-black-crown-plus,bags,B,substantive,EDITORIAL_READY,curated_seed,yes,yes,yes,no,77,149,2,2,2,RESEARCHED
prod-lok-one-gen-2,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,74,141,2,2,2,RESEARCHED
prod-lok-accessory-bag-gen-2,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,84,141,2,2,2,RESEARCHED
prod-sane-nitro,balls,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,106,171,2,2,2,RESEARCHED
prod-sane-core,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,105,152,2,2,2,RESEARCHED
prod-sane-spin-premium,balls,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,113,171,2,2,2,RESEARCHED
prod-sane-feel,grips,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,72,171,2,2,2,RESEARCHED
prod-sane-pro-elegance,bags,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,78,136,2,2,2,RESEARCHED
prod-sane-pro-sport,bags,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,75,136,2,2,2,RESEARCHED
prod-sane-everyday,bags,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,74,142,2,2,2,RESEARCHED
prod-volt-volt-padelbag,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,79,142,2,2,2,RESEARCHED
prod-volt-volt-premium,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,79,171,2,2,2,RESEARCHED
prod-osaka-sports-padel-bag,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,83,143,2,2,2,RESEARCHED
prod-osaka-sports-backpack,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,82,143,2,2,2,RESEARCHED
prod-osaka-pro-tour-duffel,bags,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,82,136,2,2,2,RESEARCHED
prod-osaka-osaka-overgrip,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,82,171,2,2,2,RESEARCHED
prod-royal-padel-royal-overgrip,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,82,171,2,2,2,RESEARCHED
prod-rs-pro-padel-bag,bags,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,77,136,2,2,2,RESEARCHED
prod-rs-pro-tour-overgrip,grips,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,82,171,2,2,2,RESEARCHED
prod-bounce-filtertech-padel,accessories,A,deep,EDITORIAL_READY,curated_seed,yes,yes,no,no,200,157,2,2,2,RESEARCHED
prod-4on-totalgrip-paste,accessories,C,light,EDITORIAL_READY,curated_seed,yes,yes,no,no,147,83,2,2,2,RESEARCHED
prod-4on-totaldry,accessories,C,light,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,140,83,2,2,2,RESEARCHED
prod-4on-swiftgrip,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,75,171,2,2,2,RESEARCHED
prod-4on-premium-comfort,grips,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,81,171,2,2,2,RESEARCHED
prod-4on-pro-t1,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,106,171,2,2,2,RESEARCHED
prod-shockout-dual-pro,grips,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,79,171,2,2,2,RESEARCHED
prod-shockout-shockout-perforated,grips,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,90,171,2,2,2,RESEARCHED
prod-tourna-tourna-tac-xl,grips,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,102,147,2,2,2,RESEARCHED
prod-tourna-tourna-tuff,grips,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,80,171,2,2,2,RESEARCHED
prod-sane-core-overgrip,grips,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,80,171,2,2,2,RESEARCHED
prod-noene-anti-shock-grip-padel,grips,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,113,156,2,2,2,RESEARCHED
prod-noene-undergrip-anti-shock,grips,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,112,156,2,2,2,RESEARCHED
prod-head-prime-tour,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,77,171,2,2,2,RESEARCHED
prod-bullpadel-vertex-w,shoes,A,deep,EDITORIAL_READY,curated_seed,yes,yes,no,no,144,116,2,2,2,RESEARCHED
