issue_id,severity,url,path,page_type,issue_class,issue_subclass,rendered_excerpt,image_path,root_cause,status,validation,validation_note
PPL-0131,INFO,http://127.0.0.1:3011/reviews/nox-at10-genius-18k-2026,/reviews/nox-at10-genius-18k-2026,review,FAKE_RATINGS,UNVERIFIED_RATING_SIGNAL,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Reviews Pa…,,Rendered page contains prohibited user/community/popularity rating signal,CLOSED_FALSE_POSITIVE,FALSE_POSITIVE,Detector matched anti-claim “not a popularity rank” (proven on Vertex PDP/review); not a user/community star rating
PPL-0132,BLOCKER,http://127.0.0.1:3011/reviews/wilson-padel-overgrip-pack,/reviews/wilson-padel-overgrip-pack,review,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Wilson Pro Padel Overgrip 3-Pack Review: Feel, Wrap & When to Replace | Kitletics · Kitletics",/images/fitness/products/wilson-overgrip-hero.jpg,Primary product image does not match wilson-padel-overgrip-pack,OPEN,CONFIRMED,
PPL-0133,BLOCKER,http://127.0.0.1:3011/products/bullpadel-vertex-05-2026,/products/bullpadel-vertex-05-2026,product,TOKEN_LEAK,public_SKU_word,"tournament SKU in this family, not Vertex Advance",,Public PDP copy contains \bSKU\b,OPEN,CONFIRMED,Manual canary
PPL-0134,BLOCKER,http://127.0.0.1:3011/padel/rackets/database,/padel/rackets/database,database,RAW_SCHEMA_KEY,weightMin,"Filter by shape, balance and weightMin — then inspect specs",,Raw catalog key weightMin in public database chrome,OPEN,CONFIRMED,Manual canary
PPL-0135,BLOCKER,http://127.0.0.1:3011/research/padel-racket-weight,/research/padel-racket-weight,research,RAW_SCHEMA_KEY,weightMin_title,Padel racket weightMin in the Kitletics catalog,,Research page <title> exposes raw schema key weightMin,OPEN,CONFIRMED,Manual canary
PPL-0136,HIGH,http://127.0.0.1:3011/padel,/padel,sport-hub,SEO,HUB_NOINDEX_WHILE_DEEP_INDEXABLE,"robots=noindex,nofollow; hub absent from sitemap while Best/PDP/reviews index",,Selective vertical leaves sport hub PUBLIC_NOINDEX while deep kinds index,OPEN,CONFIRMED,Manual canary
PPL-0137,HIGH,http://127.0.0.1:3011/padel,/padel,sport-hub,IMAGE_WRONG_SPORT,fitness_path_on_padel_hub,Hub product cards load /images/fitness/products/* for court shoes and overgrip,/images/fitness/products/wilson-overgrip-hero.jpg,Padel hub surfaces fitness/ media paths for padel-tagged products,OPEN,CONFIRMED,Manual canary
PPL-0138,HIGH,http://127.0.0.1:3011/padel,/padel,sport-hub,PERF,HERO_IMAGE_WEIGHT,"public/images/padel/hero.jpg is 1,974,888 byte PNG",/images/padel/hero.jpg,~2MB hero risks LCP on mobile,OPEN,CONFIRMED,Manual canary
PPL-0139,HIGH,http://127.0.0.1:3011/padel/accessories,/padel/accessories,category,HTTP,SOFT_GATED_404,HTTP 404,,Soft-gated accessories category 404s; inventory listed PUBLIC_NOINDEX,OPEN,CONFIRMED,Crawl
PPL-0140,HIGH,http://127.0.0.1:3011/padel/clothing,/padel/clothing,category,HTTP,SOFT_GATED_404,HTTP 404,,Soft-gated clothing category 404s,OPEN,CONFIRMED,Crawl
