reviewSlug,productSlug,sectionId,sectionHeading,concept,mediaRole,assetSrc,source,productSpecific,uniqueOnPage,fallback,heroReuseRisk
head-padel-pro-s,head-padel-pro-s-balls,sec-verified-specs,"Specifications",Specifications,gallery-angle,/images/padel/products/head-padel-pro-s-balls/gallery/head-padel-pro-s-detail.jpg,PRODUCT_GALLERY_MEDIA,yes,yes,,
head-padel-pro-s,head-padel-pro-s-balls,sec-speed,"Speed and court context",Speed and court context,none,,none,no,no,OMIT_BETTER_THAN_HERO,
head-padel-pro-s,head-padel-pro-s-balls,sec-fit,"Match vs training role",Match vs training role,none,,none,no,no,OMIT_BETTER_THAN_HERO,
head-padel-pro-s,head-padel-pro-s-balls,sec-durability,"Freshness and durability",Freshness and durability,none,,none,no,no,OMIT_BETTER_THAN_HERO,
head-padel-pro-s,head-padel-pro-s-balls,sec-strengths,"Strengths",Strengths,none,,none,no,no,OMIT_BETTER_THAN_HERO,
head-padel-pro-s,head-padel-pro-s-balls,sec-value,"Value",Value,none,,none,no,no,OMIT_BETTER_THAN_HERO,
head-padel-pro-s,head-padel-pro-s-balls,sec-methodology,"Methodology",Methodology,none,,none,no,no,OMIT_BETTER_THAN_HERO,
head-padel-pro-s,head-padel-pro-s-balls,sec-sources,"Sources",Sources,none,,none,no,no,OMIT_BETTER_THAN_HERO,
head-padel-pro-s,head-padel-pro-s-balls,_summary_,,"gallery=2;uniqueSectionImgs=2;heroReuse=0",,,,,,ok
nox-at10-team-bag,nox-at10-team-paletero,sec-overview,"Verdict",Verdict,gallery-angle,/images/padel/products/nox-at10-team-paletero/gallery/nox-at10-team-angle.jpg,PRODUCT_GALLERY_MEDIA,yes,yes,,
nox-at10-team-bag,nox-at10-team-paletero,sec-verified-specs,"Specifications",Specifications,gallery-angle,/images/padel/products/nox-at10-team-paletero/gallery/nox-at10-team-detail.jpg,PRODUCT_GALLERY_MEDIA,yes,yes,,
nox-at10-team-bag,nox-at10-team-paletero,sec-capacity,"Capacity and racket storage",Capacity and racket storage,gallery-angle,/images/padel/products/nox-at10-team-paletero/gallery/nox-at10-team-rear.jpg,PRODUCT_GALLERY_MEDIA,yes,yes,,
nox-at10-team-bag,nox-at10-team-paletero,sec-thermal,"Thermal and shoe storage",Thermal and shoe storage,gallery-angle,/images/padel/products/nox-at10-team-paletero/gallery/nox-at10-team-side.jpg,PRODUCT_GALLERY_MEDIA,yes,yes,,
nox-at10-team-bag,nox-at10-team-paletero,sec-carry,"Carry system",Carry system,gallery-angle,/images/padel/products/nox-at10-team-paletero/gallery/nox-at10-team-in-use.jpg,PRODUCT_GALLERY_MEDIA,yes,yes,,
nox-at10-team-bag,nox-at10-team-paletero,sec-durability,"Build and wear points",Build and wear points,none,,none,no,no,OMIT_BETTER_THAN_HERO,
nox-at10-team-bag,nox-at10-team-paletero,sec-strengths,"Strengths",Strengths,none,,none,no,no,OMIT_BETTER_THAN_HERO,
nox-at10-team-bag,nox-at10-team-paletero,sec-value,"Value",Value,none,,none,no,no,OMIT_BETTER_THAN_HERO,
nox-at10-team-bag,nox-at10-team-paletero,sec-methodology,"Methodology",Methodology,none,,none,no,no,OMIT_BETTER_THAN_HERO,
nox-at10-team-bag,nox-at10-team-paletero,sec-sources,"Sources",Sources,none,,none,no,no,OMIT_BETTER_THAN_HERO,
nox-at10-team-bag,nox-at10-team-paletero,_summary_,,"gallery=5;uniqueSectionImgs=5;heroReuse=0",,,,,,ok
bullpadel-pascal-box-3b,bullpadel-pascal-box-3b,sec-overview,"Verdict",Verdict,none,,none,no,no,SOURCE_LIMITED,
bullpadel-pascal-box-3b,bullpadel-pascal-box-3b,sec-verified-specs,"Specifications",Specifications,none,,none,no,no,SOURCE_LIMITED,
bullpadel-pascal-box-3b,bullpadel-pascal-box-3b,sec-mechanism,"How it works",How it works,none,,none,no,no,SOURCE_LIMITED,
bullpadel-pascal-box-3b,bullpadel-pascal-box-3b,sec-fit,"Compatibility and workflow",Compatibility and workflow,none,,none,no,no,SOURCE_LIMITED,
bullpadel-pascal-box-3b,bullpadel-pascal-box-3b,sec-durability,"Limits and wear",Limits and wear,none,,none,no,no,SOURCE_LIMITED,
bullpadel-pascal-box-3b,bullpadel-pascal-box-3b,sec-strengths,"Strengths",Strengths,none,,none,no,no,SOURCE_LIMITED,
bullpadel-pascal-box-3b,bullpadel-pascal-box-3b,sec-value,"Value",Value,none,,none,no,no,SOURCE_LIMITED,
bullpadel-pascal-box-3b,bullpadel-pascal-box-3b,sec-methodology,"Methodology",Methodology,none,,none,no,no,SOURCE_LIMITED,
bullpadel-pascal-box-3b,bullpadel-pascal-box-3b,sec-sources,"Sources",Sources,none,,none,no,no,SOURCE_LIMITED,
bullpadel-pascal-box-3b,bullpadel-pascal-box-3b,_summary_,,"gallery=0;uniqueSectionImgs=0;heroReuse=0",,,,,,ok
# REVIEW_MEDIA_PLAN_MISSING=0
# SOURCE_LIMITED_SECTION_SLOTS=197
# REVIEW_COUNT=25
