productId,slug,category,brand,status,heroSrc,sourceUrl,identityVerified,identityReasons,primaryResolves,primarySrc,action
prod-black-crown-spartan,black-crown-spartan,bags,black-crown,published,/images/padel/bags/black-crown-spartan-hero.jpg,https://www.padelmq.com/nl-nl/products/black-crown-spartan-rugzak-zwart-rood,yes,,yes,/images/padel/bags/black-crown-spartan-hero.jpg,KEEP
prod-black-crown-thunder,black-crown-thunder,bags,black-crown,published,/images/padel/bags/black-crown-thunder-hero.jpg,https://www.padelshack.com/product/black-crown-thunder-padel-bag-2026-blackblack/,yes,,yes,/images/padel/bags/black-crown-thunder-hero.jpg,KEEP
prod-black-crown-ultimate-pro-2-0,black-crown-ultimate-pro-2-0,bags,black-crown,published,/images/padel/bags/black-crown-ultimate-pro-2-0-hero.jpg,https://www.padelshack.com/product/black-crown-ultimate-pro-20-padel-racket-bag-2025-navy/,yes,,yes,/images/padel/bags/black-crown-ultimate-pro-2-0-hero.jpg,KEEP
prod-bullpadel-advance-bpp26014,bullpadel-advance-bpp26014,bags,bullpadel,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-bullpadel-casual-bpp26016,bullpadel-casual-bpp26016,bags,bullpadel,published,/images/padel/bags/bullpadel-casual-bpp26016-hero.jpg,https://www.padelmq.com/products/bullpadel-padeltas-casual-zwart-2026?_pos=1&_psq=bullpadel+Casual+BPP26016&_psid=1e4019b93&_ss=e,yes,,yes,/images/padel/bags/bullpadel-casual-bpp26016-hero.jpg,KEEP
prod-bullpadel-elite-bpp26019,bullpadel-elite-bpp26019,bags,bullpadel,published,/images/padel/bags/bullpadel-elite-bpp26019-hero.jpg,https://www.padelmq.com/products/bullpadel-padeltas-elite-2025?_pos=1&_psq=bullpadel+Elite+BPP26019&_psid=a3156dcd3&_ss=e,yes,,yes,/images/padel/bags/bullpadel-elite-bpp26019-hero.jpg,KEEP
prod-bullpadel-hack-bpm26002,bullpadel-hack-bpm26002,bags,bullpadel,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-bullpadel-icon-bpp26023,bullpadel-icon-bpp26023,bags,bullpadel,published,/images/padel/bags/bullpadel-icon-bpp26023-hero.jpg,https://www.padelmq.com/products/bullpadel-icon-2026?_pos=1&_psq=bullpadel+Icon+BPP26023&_psid=88dc90a77&_ss=e,yes,,yes,/images/padel/bags/bullpadel-icon-bpp26023-hero.jpg,KEEP
prod-bullpadel-ionic-bpp26005,bullpadel-ionic-bpp26005,bags,bullpadel,published,/images/padel/bags/bullpadel-ionic-bpp26005-hero.jpg,https://www.padelmq.com/products/bullpadel-ionic-control-2025?_pos=1&_psq=bullpadel+Ionic+BPP26005&_psid=4a59d8039&_ss=e,yes,,yes,/images/padel/bags/bullpadel-ionic-bpp26005-hero.jpg,KEEP
prod-bullpadel-neuron-bpm26020,bullpadel-neuron-bpm26020,bags,bullpadel,published,/images/padel/bags/bullpadel-neuron-bpm26020-hero.jpg,https://www.padelmq.com/products/bullpadel-neuron-2025?_pos=1&_psq=bullpadel+Neuron+BPM26020&_psid=b8d253a38&_ss=e,yes,,yes,/images/padel/bags/bullpadel-neuron-bpm26020-hero.jpg,KEEP
prod-bullpadel-neuron-bpp26020,bullpadel-neuron-bpp26020,bags,bullpadel,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-bullpadel-pearl-bpm27017,bullpadel-pearl-bpm27017,bags,bullpadel,published,/images/padel/bags/bullpadel-pearl-bpm27017-hero.jpg,https://www.padelmq.com/products/bullpadel-pearl-2026?_pos=1&_psq=bullpadel+Pearl+BPM27017&_psid=c7ec28c48&_ss=e,yes,,yes,/images/padel/bags/bullpadel-pearl-bpm27017-hero.jpg,KEEP
prod-bullpadel-pearl-bpp26021,bullpadel-pearl-bpp26021,bags,bullpadel,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-bullpadel-tour-bpp26015,bullpadel-tour-bpp26015,bags,bullpadel,published,/images/padel/bags/bullpadel-tour-bpp26015-hero.jpg,https://www.padelmq.com/products/bullpadel-premier-padel-tour-crudo-2026?_pos=1&_psq=bullpadel+Tour+BPP26015&_psid=a0dd10ed9&_ss=e,yes,,yes,/images/padel/bags/bullpadel-tour-bpp26015-hero.jpg,KEEP
prod-bullpadel-trolley-bpp26011,bullpadel-trolley-bpp26011,bags,bullpadel,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-bullpadel-vertex-bpp26001,bullpadel-vertex-bpp26001,bags,bullpadel,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-bullpadel-vertex-geo-premier-bpm26008,bullpadel-vertex-geo-premier-bpm26008,bags,bullpadel,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-bullpadel-wonder-bpp26024,bullpadel-wonder-bpp26024,bags,bullpadel,published,/images/padel/bags/bullpadel-wonder-bpp26024-hero.jpg,https://www.padelmq.com/products/bullpadel-wonder-2026-kopie?_pos=1&_psq=bullpadel+Wonder+BPP26024&_psid=b2f00312e&_ss=e,yes,,yes,/images/padel/bags/bullpadel-wonder-bpp26024-hero.jpg,KEEP
prod-bullpadel-xplo-bpp26022,bullpadel-xplo-bpp26022,bags,bullpadel,published,/images/padel/bags/bullpadel-xplo-bpp26022-hero.jpg,https://www.padelmq.com/products/bullpadel-xplo-2025-volledig-nieuw-model?_pos=1&_psq=bullpadel+Xplo+BPP26022&_psid=6f8a09136&_ss=e,yes,,yes,/images/padel/bags/bullpadel-xplo-bpp26022-hero.jpg,KEEP
prod-bullpadel-flow-bpp26006,bullpadel-flow-bpp26006,bags,bullpadel,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-bullpadel-bpm26002-hack,bullpadel-bpm26002-hack,bags,bullpadel,published,/images/padel/bags/bullpadel-bpm26002-hack-hero.jpg,https://www.padelmq.com/nl-nl/products/bullpadel-hack-rugzak-grijsgroen-2026,yes,,yes,/images/padel/bags/bullpadel-bpm26002-hack-hero.jpg,KEEP
prod-bullpadel-hack-bpp26012,bullpadel-hack-bpp26012,bags,bullpadel,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-bullpadel-bpp26005-ionic,bullpadel-bpp26005-ionic,bags,bullpadel,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-bullpadel-bpm26007-bpm26008-vertex,bullpadel-bpm26007-bpm26008-vertex,bags,bullpadel,published,/images/padel/bags/bullpadel-bpm26007-bpm26008-vertex-hero.jpg,https://padelshop.com/products/bullpadel-bpm26008-vertex-backpack,yes,,yes,/images/padel/bags/bullpadel-bpm26007-bpm26008-vertex-hero.jpg,KEEP
prod-bullpadel-bpp26001-vertex,bullpadel-bpp26001-vertex,bags,bullpadel,published,/images/padel/bags/bullpadel-bpp26001-vertex-hero.jpg,https://padelmarket.com/en-eu/products/bullpadel-bpp-26001-vertex-black-2026-juan-tello-racket-bag,yes,,yes,/images/padel/bags/bullpadel-bpp26001-vertex-hero.jpg,KEEP
prod-bullpadel-bpm26022-xplo,bullpadel-bpm26022-xplo,bags,bullpadel,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-bullpadel-bpp26022-xplo,bullpadel-bpp26022-xplo,bags,bullpadel,published,/images/padel/bags/bullpadel-bpp26022-xplo-hero.jpg,https://www.padelmq.com/nl-nl/products/bullpadel-padeltas-xplo-zwart-2026-martin-di-nenno,yes,,yes,/images/padel/bags/bullpadel-bpp26022-xplo-hero.jpg,KEEP
prod-drop-shot-axion-backpack,drop-shot-axion-backpack,bags,drop-shot,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-drop-shot-axion,drop-shot-axion,bags,drop-shot,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-drop-shot-blitz,drop-shot-blitz,bags,drop-shot,published,/images/padel/bags/drop-shot-blitz-hero.jpg,https://padelmarket.com/en-worldwide/products/drop-shot-blitz-2025-mochila,yes,,yes,/images/padel/bags/drop-shot-blitz-hero.jpg,KEEP
prod-drop-shot-fenix,drop-shot-fenix,bags,drop-shot,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-drop-shot-lcp,drop-shot-lcp,bags,drop-shot,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-head-coello-pro-x-backpack,head-coello-pro-x-backpack,bags,head,published,/images/padel/bags/head-coello-pro-x-backpack-hero.jpg,https://www.padelmq.com/products/head-backpack-coello-pro-x-grijs-2026?_pos=1&_psq=head+Coello+Pro+X+Backpack&_psid=816c83831&_ss=e,yes,,yes,/images/padel/bags/head-coello-pro-x-backpack-hero.jpg,KEEP
prod-head-coello-pro-x-duffle-l,head-coello-pro-x-duffle-l,bags,head,published,/images/padel/bags/head-coello-pro-x-duffle-l-hero.jpg,https://www.padelmq.com/products/head-padeltas-coello-pro-x-duffle-zwart-2026?_pos=1&_psq=head+Coello+Pro+X+Duffle+L&_psid=91f98567c&_ss=e,yes,,yes,/images/padel/bags/head-coello-pro-x-duffle-l-hero.jpg,KEEP
prod-head-coello-tour-backpack,head-coello-tour-backpack,bags,head,published,/images/padel/bags/head-coello-tour-backpack-hero.jpg,https://www.padelmq.com/products/head-backpack-coello-tour-grijs-2026?_pos=1&_psq=head+Coello+Tour+Backpack&_psid=fd2bc902b&_ss=e,yes,,yes,/images/padel/bags/head-coello-tour-backpack-hero.jpg,KEEP
prod-head-coello-tour-bag,head-coello-tour-bag,bags,head,published,/images/padel/bags/head-coello-tour-bag-hero.jpg,https://elpadel.ae/product/head-coello-tour-padel-bag-2026/,yes,,yes,/images/padel/bags/head-coello-tour-bag-hero.jpg,KEEP
prod-head-elite-supercombi,head-elite-supercombi,bags,head,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-head-tour-backpack-25l,head-tour-backpack-25l,bags,head,published,/images/padel/bags/head-tour-backpack-25l-hero.jpg,https://padelmarket.com/en-gb/products/head-tour-backpack-25l-2026-black-backpack,yes,,yes,/images/padel/bags/head-tour-backpack-25l-hero.jpg,KEEP
prod-head-tour-team-cb-2026,head-tour-team-cb-2026,bags,head,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-head-pro-x-bag-l,head-pro-x-bag-l,bags,head,published,/images/padel/bags/head-pro-x-bag-l-hero.jpg,https://www.padelmq.com/products/head-pro-x-tote-bag-22l-lichtgrijs?_pos=1&_psq=head+Pro+X+Bag+L&_psid=2df23c526&_ss=e,yes,,yes,/images/padel/bags/head-pro-x-bag-l-hero.jpg,KEEP
prod-head-pro-x-duffle-l,head-pro-x-duffle-l,bags,head,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-head-tour-padel-bag-l,head-tour-padel-bag-l,bags,head,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-head-tour-team-elite,head-tour-team-elite,bags,head,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-joma-pro,joma-pro,bags,joma,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-kuikma-pl-900-elite,kuikma-pl-900-elite,bags,kuikma,published,/images/padel/bags/kuikma-pl-900-elite-hero.jpg,https://padelmad.co.uk/equipment/accessories/kuikma-insulated-padel-bag-elite-review/,yes,,yes,/images/padel/bags/kuikma-pl-900-elite-hero.jpg,KEEP
prod-kuikma-backpack,kuikma-backpack,bags,kuikma,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-kuikma-pbp-elite,kuikma-pbp-elite,bags,kuikma,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-lok-aventure-gen-2,lok-aventure-gen-2,bags,lok,published,/images/padel/bags/lok-aventure-gen-2-hero.jpg,https://padelmarket.com/en-worldwide/products/lok-aventure-gen-2-2026-backpack,yes,,yes,/images/padel/bags/lok-aventure-gen-2-hero.jpg,KEEP
prod-lok-maxx-gen-2,lok-maxx-gen-2-paletero,bags,lok,published,/images/padel/bags/lok-maxx-gen-2-hero.jpg,https://padelmarket.com/en-eu/products/lok-maxx-gen-2-black-orange-2026-backpack,yes,,yes,/images/padel/bags/lok-maxx-gen-2-hero.jpg,KEEP
prod-nox-at10-competition-trolley,nox-at10-competition-trolley,bags,nox,published,/images/padel/bags/nox-at10-competition-trolley-hero.jpg,https://noxsport.com/en/products/paletero-at10-competition-trolley-2024,yes,,yes,/images/padel/bags/nox-at10-competition-trolley-hero.jpg,KEEP
prod-nox-at10-team-backpack,nox-at10-team-backpack,bags,nox,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-nox-at10-team,nox-at10-team,bags,nox,published,/images/padel/bags/nox-at10-team-hero.jpg,https://noxsport.com/en/products/paletero-at10-team-grey-black,yes,,yes,/images/padel/bags/nox-at10-team-hero.jpg,KEEP
prod-nox-luxury-master-backpack,nox-luxury-master-backpack,bags,nox,published,/images/padel/bags/nox-luxury-master-backpack-hero.jpg,https://noxsport.com/en/products/backpack-luxury-master-series,yes,,yes,/images/padel/bags/nox-luxury-master-backpack-hero.jpg,KEEP
prod-nox-luxury-master-series,nox-luxury-master-series,bags,nox,published,/images/padel/bags/nox-luxury-master-series-hero.jpg,https://www.padelmq.com/nl-nl/products/nox-luxury-master-series-padeltas-zwart-wit-agustin-tapia,yes,,yes,/images/padel/bags/nox-luxury-master-series-hero.jpg,KEEP
prod-nox-luxury-open-backpack,nox-luxury-open-backpack,bags,nox,published,/images/padel/bags/nox-luxury-open-backpack-hero.jpg,https://noxsport.com/en/products/backpack-luxury-open-series-black-red,yes,,yes,/images/padel/bags/nox-luxury-open-backpack-hero.jpg,KEEP
prod-nox-luxury-open-series,nox-luxury-open-series,bags,nox,published,/images/padel/bags/nox-luxury-open-series-hero.jpg,https://www.padelmq.com/nl-nl/products/nox-luxury-open-series-padeltas-zwart-rood-agustin-tapia,yes,,yes,/images/padel/bags/nox-luxury-open-series-hero.jpg,KEEP
prod-nox-ml10-competition-xl-compact,nox-ml10-competition-xl-compact,bags,nox,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-nox-ml10-team-backpack,nox-ml10-team-backpack,bags,nox,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-nox-ml10-team,nox-ml10-team,bags,nox,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-nox-at10-competition-xl-compact,nox-at10-competition-xl-compact,bags,nox,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-nox-pro-series-backpack,nox-pro-series-backpack,bags,nox,published,/images/padel/bags/nox-pro-series-backpack-hero.jpg,https://padelshop.com/products/nox-pro-series-white-backpack,yes,,yes,/images/padel/bags/nox-pro-series-backpack-hero.jpg,KEEP
prod-nox-pro-series,nox-pro-series,bags,nox,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-nox-street-series,nox-street-series,bags,nox,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-oxdog-cube,oxdog-cube,bags,oxdog,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-oxdog-hyper-pro-thermo,oxdog-hyper-pro-thermo,bags,oxdog,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-oxdog-hyper-tour-thermo-backpack,oxdog-hyper-tour-thermo-backpack,bags,oxdog,published,/images/padel/bags/oxdog-hyper-tour-thermo-backpack-hero.jpg,https://www.padelmq.com/products/hyper-pro-thermo-padel-bag?_pos=1&_psq=oxdog+Hyper+Tour+Thermo+Backpack&_psid=31fe543a0&_ss=e,yes,,yes,/images/padel/bags/oxdog-hyper-tour-thermo-backpack-hero.jpg,KEEP
prod-oxdog-x-padel-pro-thermo,oxdog-x-padel-pro-thermo,bags,oxdog,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-royal-padel-force,royal-padel-force,bags,royal-padel,published,/images/padel/bags/royal-padel-force-hero.jpg,https://www.padelmq.com/nl-nl/products/royal-padel-force-zwarte-padeltas-2026,yes,,yes,/images/padel/bags/royal-padel-force-hero.jpg,KEEP
prod-siux-nomad,siux-nomad,bags,siux,published,/images/padel/bags/siux-nomad-hero.jpg,https://www.padelmq.com/nl-nl/products/siux-nomad-rugzak-zwart-blauw-2026,yes,,yes,/images/padel/bags/siux-nomad-hero.jpg,KEEP
prod-siux-electra-stupa-2026,siux-electra-stupa-2026,bags,siux,published,/images/padel/bags/siux-electra-stupa-2026-hero.jpg,https://www.siuxpadel.com/products/paletero-siux-electra-stupa-2026,yes,,yes,/images/padel/bags/siux-electra-stupa-2026-hero.jpg,KEEP
prod-siux-tour,siux-tour,bags,siux,published,/images/padel/bags/siux-tour-hero.jpg,https://www.padelmq.com/nl-nl/products/siux-tour-rugzak-zwart-2026,yes,,yes,/images/padel/bags/siux-tour-hero.jpg,KEEP
prod-siux-trail,siux-trail,bags,siux,published,/images/padel/bags/siux-trail-hero.jpg,https://www.padelmq.com/nl-nl/products/siux-trail-rugzak-grijs-2026,yes,,yes,/images/padel/bags/siux-trail-hero.jpg,KEEP
prod-starvie-hard-eva,starvie-hard-eva,bags,starvie,published,/images/padel/bags/starvie-hard-eva-hero.jpg,https://starvie.com/en/products/hard-eva-black,yes,,yes,/images/padel/bags/starvie-hard-eva-hero.jpg,KEEP
prod-starvie-hard-eva-backpack,starvie-hard-eva-backpack,bags,starvie,published,/images/padel/bags/starvie-hard-eva-backpack-hero.jpg,https://www.padelmq.com/products/starvie-hard-eva-zwarte-rugzak?_pos=1&_psq=starvie+Hard+Eva+Backpack&_psid=b8736d2d8&_ss=e,yes,,yes,/images/padel/bags/starvie-hard-eva-backpack-hero.jpg,KEEP
prod-starvie-pro-master,starvie-pro-master,bags,starvie,published,/images/padel/bags/starvie-pro-master-hero.jpg,https://www.padelmq.com/nl-nl/products/starvie-pro-master-padel-tas,yes,,yes,/images/padel/bags/starvie-pro-master-hero.jpg,KEEP
prod-starvie-tactic-pro,starvie-tactic-pro,bags,starvie,published,/images/padel/bags/starvie-tactic-pro-hero.jpg,https://www.padelmq.com/products/starvie-tactic-pro-padel-tas?_pos=1&_psq=starvie+Tactic+Pro&_psid=cf84a6d9c&_ss=e,yes,,yes,/images/padel/bags/starvie-tactic-pro-hero.jpg,KEEP
prod-tecnifibre-tour-endurance-bag,tecnifibre-tour-endurance-bag,bags,tecnifibre-padel,published,/images/padel/bags/tecnifibre-tour-endurance-bag-hero.jpg,https://www.padelmq.com/products/tecnifibre-tour-endurance-sporttas-wit-blauw?_pos=1&_psq=tecnifibre+Tour+Endurance+Bag&_psid=3eedab0eb&_ss=e,yes,,yes,/images/padel/bags/tecnifibre-tour-endurance-bag-hero.jpg,KEEP
prod-tecnifibre-tour-endurance-ultra,tecnifibre-tour-endurance-ultra,bags,tecnifibre-padel,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-varlion-ambassador,varlion-ambassador,bags,varlion,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-varlion-summum-backpack,varlion-summum-backpack,bags,varlion,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-varlion-summum-pro,varlion-summum-pro,bags,varlion,published,/images/padel/bags/varlion-summum-pro-hero.jpg,https://www.varlion.com/gb/padel/bags/padel-racket-bags/padel-bag-summum-pro-.html,yes,,yes,/images/padel/bags/varlion-summum-pro-hero.jpg,KEEP
prod-wilson-bela-super-tour-backpack,wilson-bela-super-tour-backpack,bags,wilson,published,/images/padel/bags/wilson-bela-super-tour-backpack-hero.jpg,https://tennisshot.gr/en-gb/wilson-bela-super-tour-padel-backpack,yes,,yes,/images/padel/bags/wilson-bela-super-tour-backpack-hero.jpg,KEEP
prod-wilson-bela-backpack,wilson-bela-backpack,bags,wilson,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-wilson-super-tour-2026,wilson-super-tour-2026,bags,wilson,published,/images/padel/bags/wilson-super-tour-2026-hero.jpg,https://www.padelshack.com/product/wilson-tour-super-red-padel-racket-bag-2026/,yes,,yes,/images/padel/bags/wilson-super-tour-2026-hero.jpg,KEEP
prod-adidas-pro-bounce,adidas-pro-bounce,balls,adidas-padel,draft,/images/padel/products/balls.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-adidas-serie-tour,adidas-serie-tour,balls,adidas-padel,draft,/images/padel/products/balls.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-babolat-ace,babolat-ace,balls,babolat,draft,/images/padel/products/balls.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-babolat-court,babolat-court,balls,babolat,published,/images/padel/balls/babolat-court-hero.jpg,https://www.babolat.com/gb/court-x3/501098.html,yes,,yes,/images/padel/balls/babolat-court-hero.jpg,KEEP
prod-babolat-short,babolat-short,balls,babolat,draft,/images/padel/products/balls.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-black-crown-one,black-crown-one,balls,black-crown,published,/images/padel/balls/black-crown-one-hero.jpg,https://www.padelmq.com/en/products/black-crown-one-padel-ball-box,yes,,yes,/images/padel/balls/black-crown-one-hero.jpg,KEEP
prod-black-crown-pro,black-crown-pro,balls,black-crown,published,/images/padel/balls/black-crown-pro-hero.jpg,https://www.padelmq.com/en-nl/products/black-crown-pro-padel-balls-tube,yes,,yes,/images/padel/balls/black-crown-pro-hero.jpg,KEEP
prod-bullpadel-fip-next,bullpadel-fip-next,balls,bullpadel,draft,/images/padel/products/balls.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-bullpadel-fip-next-pro,bullpadel-fip-next-pro,balls,bullpadel,published,/images/padel/balls/bullpadel-fip-next-pro-hero.jpg,https://padelmarket.com/en-gb/products/bullpadel-next-pro-tube-of-3-balls,yes,,yes,/images/padel/balls/bullpadel-fip-next-pro-hero.jpg,KEEP
prod-bullpadel-next,bullpadel-next,balls,bullpadel,published,/images/padel/balls/bullpadel-next-hero.jpg,https://mrhsport.com/blogs/the-clubhouse-blog/bullpadel-padel-balls-explained-premium-pro-next-next-pro,yes,,yes,/images/padel/balls/bullpadel-next-hero.jpg,KEEP
prod-bullpadel-next-pro,bullpadel-next-pro,balls,bullpadel,draft,/images/padel/products/balls.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-drop-shot-speed-tech,drop-shot-speed-tech,balls,drop-shot,published,/images/padel/balls/drop-shot-speed-tech-hero.jpg,https://www.padelmq.com/products/drop-shot-jon-sanz-axion-attack-1-5-2025?_pos=1&_psq=drop-shot+Speed+Tech&_psid=dcf6c5764&_ss=e,yes,,yes,/images/padel/balls/drop-shot-speed-tech-hero.jpg,KEEP
prod-drop-shot-tournament-speed-pro,drop-shot-tournament-speed-pro,balls,drop-shot,draft,/images/padel/products/balls.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-drop-shot-tournament-tech,drop-shot-tournament-tech,balls,drop-shot,published,/images/padel/balls/drop-shot-tournament-tech-hero.jpg,https://padelproshop.com/en-mtcy/products/can-of-drop-shot-padel-balls-tournament-pro,yes,,yes,/images/padel/balls/drop-shot-tournament-tech-hero.jpg,KEEP
prod-drop-shot-training-tech,drop-shot-training-tech,balls,drop-shot,published,/images/padel/balls/drop-shot-training-tech-hero.jpg,https://www.padelmq.com/products/drop-shot-quantum-soft-w-2026?_pos=1&_psq=drop-shot+Training+Tech&_psid=33da30369&_ss=e,yes,,yes,/images/padel/balls/drop-shot-training-tech-hero.jpg,KEEP
prod-dunlop-eco,dunlop-eco,balls,dunlop-padel,published,/images/padel/balls/dunlop-eco-hero.jpg,https://padelgearpro.nl/dunlop-eco-padel-24x3-review/,yes,,yes,/images/padel/balls/dunlop-eco-hero.jpg,KEEP
prod-dunlop-pro,dunlop-pro,balls,dunlop-padel,published,/images/padel/balls/dunlop-pro-hero.jpg,https://www.padelmq.com/en/products/dunlop-pro-padel-ball-tube,yes,,yes,/images/padel/balls/dunlop-pro-hero.jpg,KEEP
prod-dunlop-team,dunlop-team,balls,dunlop-padel,draft,/images/padel/products/balls.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-fila-premium,fila-premium,balls,fila-padel,draft,/images/padel/products/balls.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-fila-premium-pro,fila-premium-pro,balls,fila-padel,published,/images/padel/balls/fila-premium-pro-hero.jpg,https://www.padelmq.com/products/premium-pro-tube?_pos=1&_psq=fila+Premium+Pro&_psid=ceaed0e8a&_ss=e,yes,,yes,/images/padel/balls/fila-premium-pro-hero.jpg,KEEP
prod-nox-nerbo,nox-nerbo,balls,nox,published,/images/padel/balls/nox-nerbo-hero.jpg,https://noxsport.com/en/products/nerbo-balls-3,yes,,yes,/images/padel/balls/nox-nerbo-hero.jpg,KEEP
prod-nox-nerbo-speed,nox-nerbo-speed,balls,nox,published,/images/padel/balls/nox-nerbo-speed-hero.jpg,https://funpadel.pt/nox-nerbo-speed-balls-tube,yes,,yes,/images/padel/balls/nox-nerbo-speed-hero.jpg,KEEP
prod-nox-pro-titanium,nox-pro-titanium,balls,nox,published,/images/padel/balls/nox-pro-titanium-hero.jpg,https://noxsport.com/en/collections/padel-balls-pro-titanium,yes,,yes,/images/padel/balls/nox-pro-titanium-hero.jpg,KEEP
prod-osaka-pro-tour,osaka-pro-tour,balls,osaka-padel,published,/images/padel/balls/osaka-pro-tour-hero.jpg,https://osakaworld.com/en-us/products/osaka-pro-tour-padel-ball-3-ball-can-no-color-1,yes,,yes,/images/padel/balls/osaka-pro-tour-hero.jpg,KEEP
prod-osaka-vision,osaka-vision,balls,osaka-padel,published,/images/padel/balls/osaka-vision-hero.jpg,https://osakaworld.com/en-gb/products/osaka-vision-padel-ball-3-ball-can-no-color,yes,,yes,/images/padel/balls/osaka-vision-hero.jpg,KEEP
prod-oxdog-boost,oxdog-boost,balls,oxdog,published,/images/padel/balls/oxdog-boost-hero.jpg,https://www.padelmq.com/en/products/oxdog-boost-padel-ball-tube,yes,,yes,/images/padel/balls/oxdog-boost-hero.jpg,KEEP
prod-pallap-competition-01,pallap-competition-01,balls,pallap,draft,/images/padel/products/balls.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-rs-champions-choice,rs-champions-choice,balls,rs-padel,published,/images/padel/balls/rs-champions-choice-hero.jpg,https://rs-sports.com/en-us/products/rs-champions-choice-x-1,yes,,yes,/images/padel/balls/rs-champions-choice-hero.jpg,KEEP
prod-rs-nova-x,rs-nova-x,balls,rs-padel,published,/images/padel/balls/rs-nova-x-hero.jpg,https://rs-sports.com/en-global/products/rs-padel-nova-x,yes,,yes,/images/padel/balls/rs-nova-x-hero.jpg,KEEP
prod-siux-neo,siux-neo,balls,siux,published,/images/padel/balls/siux-neo-hero.jpg,https://www.siuxpadel.com/en/blogs/press/nace-siux-neo-las-nuevas-pelotas-de-padel-disenadas-para-cada-tipo-de-jugador,yes,,yes,/images/padel/balls/siux-neo-hero.jpg,KEEP
prod-siux-neo-speed,siux-neo-speed,balls,siux,draft,/images/padel/products/balls.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
