"slug","category","unique_meaningful_media","gallery_beyond_hero","spec_present","spec_missing","has_verdict","strengths","weaknesses","nl_offers","from_price"
"oxdog-gold-pro","cat-padel-grips","1","0","gripType|generation|thickness|tack|absorption|perforated|material|length|width|weight|texture|feel|packQuantity|colors|installationMethod|compatibility|handleThicknessEffect|claimedBenefits","","yes","3","2","0",""
"oxdog-gold-sticky","cat-padel-grips","1","0","gripType|generation|tack|thickness|absorption|perforated|material|length|width|weight|texture|feel|packQuantity|colors|installationMethod|compatibility|handleThicknessEffect|claimedBenefits","","yes","3","2","0",""
"black-crown-plus","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","1",""
"lok-one-gen-2","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"lok-accessory-bag-gen-2","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"volt-volt-padelbag","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"volt-volt-premium","cat-padel-grips","1","0","gripType|generation|thickness|tack|absorption|perforated|material|length|width|weight|texture|feel|packQuantity|colors|installationMethod|compatibility|handleThicknessEffect|claimedBenefits","","yes","3","2","0",""
"royal-padel-royal-overgrip","cat-padel-grips","1","0","gripType|generation|thickness|tack|absorption|perforated|material|length|width|weight|texture|feel|packQuantity|colors|installationMethod|compatibility|handleThicknessEffect|claimedBenefits","","yes","3","2","0",""
"4on-totalgrip-paste","cat-padel-accessories","1","0","type|generation|compatibility|weightGrams|materials","","yes","2","2","0",""
"4on-swiftgrip","cat-padel-grips","1","0","gripType|generation|thickness|tack|absorption|perforated|material|length|width|weight|texture|feel|packQuantity|colors|installationMethod|compatibility|handleThicknessEffect|claimedBenefits","","yes","3","2","0",""
"4on-pro-t1","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|generation|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning","","yes","3","2","0",""
"head-prime-tour","cat-padel-grips","1","0","gripType|generation|thickness|tack|absorption|perforated|material|length|width|weight|texture|feel|packQuantity|colors|installationMethod|compatibility|handleThicknessEffect|claimedBenefits","","yes","3","2","0",""
"bullpadel-vertex-w","cat-padel-shoes","1","0","genderFit|cushioning|support|outsole|surfaceCompatibility|courtOutsole|tractionPattern|lateralStability|courtFeel|durability|upper|weight|fit|width|closure|generation","","yes","3","1","0",""
