productId,slug,name,categoryId,brandId,reviewCount,bestGuideCount,buyingGuideCount,comparisonCount,alternativeCount,gearSetupCount,compatibleAccessoryCount,relationshipKinds,relationshipCount,coverageBand
prod-volt-premium,volt-premium,Premium,cat-padel-balls,brand-volt-padel,0,0,0,0,0,0,0,,0,zero
prod-wilson-premier-padel,wilson-premier-padel,Premier Padel,cat-padel-balls,brand-wilson-padel,0,0,0,0,0,0,0,,0,zero
prod-wilson-rush-100,wilson-rush-100,Rush 100,cat-padel-balls,brand-wilson-padel,0,0,0,0,0,0,0,,0,zero
prod-adidas-perforated-ac2ba1wh,adidas-perforated-ac2ba1wh,Perforated / AC2BA1WH,cat-padel-grips,brand-adidas-padel,0,0,0,0,0,0,0,,0,zero
prod-adidas-tacky-feeling,adidas-tacky-feeling,Tacky Feeling,cat-padel-grips,brand-adidas-padel,0,0,0,0,0,0,0,,0,zero
prod-babolat-pro-tour,babolat-pro-tour,Pro Tour,cat-padel-grips,brand-babolat-padel,0,0,0,0,0,0,0,,0,zero
prod-babolat-syntec-team,babolat-syntec-team,Syntec Team,cat-padel-grips,brand-babolat-padel,0,0,0,0,0,0,0,,0,zero
prod-babolat-vs-original,babolat-vs-original,VS Original,cat-padel-grips,brand-babolat-padel,0,0,0,0,0,0,0,,0,zero
prod-black-crown-black-crown-perforated,black-crown-black-crown-perforated,Black Crown Perforated,cat-padel-grips,brand-black-crown,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-comfort-overgrip,bullpadel-comfort-overgrip,Comfort Overgrip,cat-padel-grips,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-gb-1705,bullpadel-gb-1705,GB-1705,cat-padel-grips,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-gb1201,bullpadel-gb1201,GB1201,cat-padel-grips,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-gb1200-hac,bullpadel-gb1200-hac,GB1200 HaC,cat-padel-grips,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-drop-shot-club,drop-shot-club,Club,cat-padel-grips,brand-drop-shot,0,0,0,0,0,0,0,,0,zero
prod-drop-shot-super-dry,drop-shot-super-dry,Super Dry,cat-padel-grips,brand-drop-shot,0,0,0,0,0,0,0,,0,zero
prod-drop-shot-super-tacky,drop-shot-super-tacky,Super Tacky,cat-padel-grips,brand-drop-shot,0,0,0,0,0,0,0,,0,zero
prod-enebe-enebe-smooth,enebe-enebe-smooth,Enebe Smooth,cat-padel-grips,brand-enebe,0,0,0,0,0,0,0,,0,zero
prod-head-prestige-pro,head-prestige-pro,Prestige Pro,cat-padel-grips,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-hydrosorb-comfort,head-hydrosorb-comfort,Hydrosorb Comfort,cat-padel-grips,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-hydrosorb-family,head-hydrosorb-family,Hydrosorb family,cat-padel-grips,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-padel-pro,head-padel-pro,Padel Pro,cat-padel-grips,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-padel-pro-perforated,head-padel-pro-perforated,Padel Pro Perforated,cat-padel-grips,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-xtreme-soft-xtremesoft,head-xtreme-soft-xtremesoft,Xtreme Soft / XtremeSoft,cat-padel-grips,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-hesacore-carbon,hesacore-carbon,Carbon,cat-padel-grips,brand-hesacore,0,1,0,0,0,0,0,best-guide,1,thin
prod-hesacore-gel,hesacore-gel,Gel,cat-padel-grips,brand-hesacore,0,2,0,0,0,0,0,best-guide,1,thin
prod-hesacore-pro-carbon,hesacore-pro-carbon,Pro Carbon,cat-padel-grips,brand-hesacore,0,1,0,0,0,0,0,best-guide,1,thin
prod-hesacore-tour,hesacore-tour,Tour,cat-padel-grips,brand-hesacore,0,0,0,0,0,0,0,,0,zero
prod-hesacore-tour-w,hesacore-tour-w,Tour W,cat-padel-grips,brand-hesacore,0,0,0,0,0,0,0,,0,zero
prod-hesacore-pink-w,hesacore-pink-w,Pink / W,cat-padel-grips,brand-hesacore,0,0,0,0,0,0,0,,0,zero
prod-hesacore-tour-original,hesacore-tour-original,Tour / Original,cat-padel-grips,brand-hesacore,0,1,0,0,0,0,0,best-guide,1,thin
prod-joma-club-cushion,joma-club-cushion,Club Cushion,cat-padel-grips,brand-joma,0,0,0,0,0,0,0,,0,zero
prod-kuikma-antislip,kuikma-antislip,Antislip,cat-padel-grips,brand-kuikma,0,0,0,0,0,0,0,,0,zero
prod-kuikma-overgrip-pro-adherence,kuikma-overgrip-pro-adherence,Overgrip Pro / Adherence,cat-padel-grips,brand-kuikma,0,0,0,0,0,0,0,,0,zero
prod-nox-custom-grip,nox-custom-grip,Custom Grip,cat-padel-grips,brand-nox,0,0,0,0,0,0,0,,0,zero
prod-nox-luxury-pro,nox-luxury-pro,Luxury Pro,cat-padel-grips,brand-nox,0,0,0,0,0,0,0,,0,zero
prod-nox-h-dri,nox-h-dri,H-Dri,cat-padel-grips,brand-nox,0,0,0,0,0,0,0,,0,zero
prod-shockout-shockout-overgrip,shockout-shockout-overgrip,ShockOut Overgrip,cat-padel-grips,brand-shockout,0,0,0,0,0,0,0,,0,zero
prod-shockout-100-0062-combo,shockout-100-0062-combo,100-0062 Combo,cat-padel-grips,brand-shockout,0,0,0,0,0,0,0,,0,zero
prod-shockout-shockout,shockout-shockout,ShockOut,cat-padel-grips,brand-shockout,0,0,0,0,0,0,0,,0,zero
prod-siux-elite,siux-elite,Elite,cat-padel-grips,brand-siux,0,0,0,0,0,0,0,,0,zero
prod-siux-elite-overgrip,siux-elite-overgrip,Elite Overgrip,cat-padel-grips,brand-siux,0,0,0,0,0,0,0,,0,zero
prod-starvie-premier-soft,starvie-premier-soft,Premier Soft,cat-padel-grips,brand-starvie,0,0,0,0,0,0,0,,0,zero
prod-starvie-tacky-touch,starvie-tacky-touch,Tacky Touch,cat-padel-grips,brand-starvie,0,0,0,0,0,0,0,,0,zero
prod-tecnifibre-contact-pro,tecnifibre-contact-pro,Contact Pro,cat-padel-grips,brand-tecnifibre-padel,0,0,0,0,0,0,0,,0,zero
prod-tecnifibre-players-pro-feel,tecnifibre-players-pro-feel,Players Pro Feel,cat-padel-grips,brand-tecnifibre-padel,0,0,0,0,0,0,0,,0,zero
prod-tecnifibre-pro-contact,tecnifibre-pro-contact,Pro Contact,cat-padel-grips,brand-tecnifibre-padel,0,0,0,0,0,0,0,,0,zero
prod-tourna-tourna-grip-ii,tourna-tourna-grip-ii,Tourna Grip II,cat-padel-grips,brand-tourna,0,0,0,0,0,0,0,,0,zero
prod-tourna-tourna-grip-original-xl,tourna-tourna-grip-original-xl,Tourna Grip Original XL,cat-padel-grips,brand-tourna,0,1,0,0,0,0,0,best-guide,1,thin
prod-tourna-grip-xl,tourna-grip-xl,Grip XL,cat-padel-grips,brand-tourna,0,3,0,0,0,0,0,best-guide,1,thin
prod-tourna-mega-tac,tourna-mega-tac,Mega Tac,cat-padel-grips,brand-tourna,0,2,0,0,0,0,0,best-guide,1,thin
prod-wilson-wilson-replacement-grip,wilson-wilson-replacement-grip,Wilson Replacement Grip,cat-padel-grips,brand-wilson-padel,0,0,0,0,0,0,0,,0,zero
prod-wilson-pro-overgrip-perforated,wilson-pro-overgrip-perforated,Pro Overgrip Perforated,cat-padel-grips,brand-wilson-padel,0,0,0,0,0,0,0,,0,zero
prod-wilson-profile-padel,wilson-profile-padel,Profile Padel,cat-padel-grips,brand-wilson-padel,0,0,0,0,0,0,0,,0,zero
prod-yonex-super-grap,yonex-super-grap,Super Grap,cat-padel-grips,brand-yonex-padel,0,0,0,0,0,0,0,,0,zero
prod-kuikma-insulated-backpack-pro-40-l,kuikma-insulated-backpack-pro-40-l,Insulated Backpack Pro 40 L,cat-padel-bags,brand-kuikma,0,0,0,0,0,0,0,,0,zero
prod-adidas-weekend-bag-martita-ortega-2026,adidas-weekend-bag-martita-ortega-2026,Weekend Bag Martita Ortega 2026,cat-padel-bags,brand-adidas-padel,0,0,0,0,0,0,0,,0,zero
prod-adidas-accessory-pouch-2026,adidas-accessory-pouch-2026,Accessory Pouch 2026,cat-padel-accessories,brand-adidas-padel,0,0,0,0,0,0,0,,0,zero
prod-adidas-shoe-bag-ale-gal-n,adidas-shoe-bag-ale-gal-n,Shoe Bag Ale Galán,cat-padel-accessories,brand-adidas-padel,0,0,0,0,0,0,0,,0,zero
prod-dunlop-elite-thermo,dunlop-elite-thermo,Elite Thermo,cat-padel-bags,brand-dunlop-padel,0,0,0,0,0,0,0,,0,zero
prod-dunlop-tour-pro,dunlop-tour-pro,Tour Pro,cat-padel-grips,brand-dunlop-padel,0,0,0,0,0,0,0,,0,zero
prod-dunlop-tour-dry,dunlop-tour-dry,Tour Dry,cat-padel-grips,brand-dunlop-padel,0,0,0,0,0,0,0,,0,zero
prod-dunlop-protection-tape,dunlop-protection-tape,Protection Tape,cat-padel-accessories,brand-dunlop-padel,0,0,0,0,0,0,0,,0,zero
prod-joma-vero-virseda-2026,joma-vero-virseda-2026,Vero Virseda 2026,cat-padel-bags,brand-joma,0,0,0,0,0,0,0,,0,zero
prod-babolat-rh-perf-padel,babolat-rh-perf-padel,RH Perf Padel,cat-padel-bags,brand-babolat-padel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-gb-1201-perforated,bullpadel-gb-1201-perforated,GB-1201 Perforated,cat-padel-grips,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-gb-1202-fixogrip-pro,bullpadel-gb-1202-fixogrip-pro,GB-1202 FixoGrip Pro,cat-padel-grips,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-gb-1705-sensogrip-pro,bullpadel-gb-1705-sensogrip-pro,GB-1705 SensoGrip Pro,cat-padel-grips,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-nox-pro-overgrip-perforated,nox-pro-overgrip-perforated,Pro Overgrip Perforated,cat-padel-grips,brand-nox,0,0,0,0,0,0,0,,0,zero
prod-wilson-profile-padel-overgrip,wilson-profile-padel-overgrip,Profile Padel Overgrip,cat-padel-grips,brand-wilson-padel,0,0,0,0,0,0,0,,0,zero
prod-oxdog-gold-pro,oxdog-gold-pro,Gold Pro,cat-padel-grips,brand-oxdog,0,0,0,0,0,0,0,,0,zero
prod-oxdog-gold-sticky,oxdog-gold-sticky,Gold Sticky,cat-padel-grips,brand-oxdog,0,0,0,0,0,0,0,,0,zero
prod-oxdog-no1,oxdog-no1,No1,cat-padel-accessories,brand-oxdog,0,0,0,0,0,0,0,,0,zero
prod-black-crown-plus,black-crown-plus,Plus,cat-padel-bags,brand-black-crown,0,0,0,0,0,0,0,,0,zero
prod-lok-one-gen-2,lok-one-gen-2,One Gen 2,cat-padel-bags,brand-lok,0,0,0,0,0,0,0,,0,zero
prod-lok-accessory-bag-gen-2,lok-accessory-bag-gen-2,Accessory Bag Gen 2,cat-padel-bags,brand-lok,0,0,0,0,0,0,0,,0,zero
prod-sane-nitro,sane-nitro,Nitro,cat-padel-balls,brand-sane,0,0,0,0,0,0,0,,0,zero
prod-sane-core,sane-core,Core,cat-padel-balls,brand-sane,0,0,0,0,0,0,0,,0,zero
prod-sane-spin-premium,sane-spin-premium,Spin Premium,cat-padel-balls,brand-sane,0,0,0,0,0,0,0,,0,zero
prod-sane-feel,sane-feel,Feel+,cat-padel-grips,brand-sane,0,0,0,0,0,0,0,,0,zero
prod-sane-pro-elegance,sane-pro-elegance,Pro Elegance,cat-padel-bags,brand-sane,0,0,0,0,0,0,0,,0,zero
prod-sane-pro-sport,sane-pro-sport,Pro Sport,cat-padel-bags,brand-sane,0,0,0,0,0,0,0,,0,zero
prod-sane-everyday,sane-everyday,Everyday,cat-padel-bags,brand-sane,0,0,0,0,0,0,0,,0,zero
prod-volt-volt-padelbag,volt-volt-padelbag,Volt Padelbag,cat-padel-bags,brand-volt-padel,0,0,0,0,0,0,0,,0,zero
prod-volt-volt-premium,volt-volt-premium,Volt Premium,cat-padel-grips,brand-volt-padel,0,0,0,0,0,0,0,,0,zero
prod-osaka-sports-padel-bag,osaka-sports-padel-bag,Sports Padel Bag,cat-padel-bags,brand-osaka-padel,0,0,0,0,0,0,0,,0,zero
prod-osaka-sports-backpack,osaka-sports-backpack,Sports Backpack,cat-padel-bags,brand-osaka-padel,0,0,0,0,0,0,0,,0,zero
prod-osaka-pro-tour-duffel,osaka-pro-tour-duffel,Pro Tour Duffel,cat-padel-bags,brand-osaka-padel,0,0,0,0,0,0,0,,0,zero
prod-osaka-osaka-overgrip,osaka-osaka-overgrip,Osaka Overgrip,cat-padel-grips,brand-osaka-padel,0,0,0,0,0,0,0,,0,zero
prod-royal-padel-royal-overgrip,royal-padel-royal-overgrip,Royal Overgrip,cat-padel-grips,brand-royal-padel,0,0,0,0,0,0,0,,0,zero
prod-rs-pro-padel-bag,rs-pro-padel-bag,Pro Padel Bag,cat-padel-bags,brand-rs-padel,0,0,0,0,0,0,0,,0,zero
prod-rs-pro-tour-overgrip,rs-pro-tour-overgrip,Pro Tour Overgrip,cat-padel-grips,brand-rs-padel,0,0,0,0,0,0,0,,0,zero
prod-bounce-filtertech-padel,bounce-filtertech-padel,FilterTech Padel,cat-padel-accessories,brand-bounce-tube,0,0,0,0,0,0,0,,0,zero
prod-4on-totalgrip-paste,4on-totalgrip-paste,TotalGrip Paste,cat-padel-accessories,brand-4on,0,0,0,0,0,0,0,,0,zero
prod-4on-totaldry,4on-totaldry,TotalDry,cat-padel-accessories,brand-4on,0,0,0,0,0,0,0,,0,zero
prod-4on-swiftgrip,4on-swiftgrip,SwiftGrip,cat-padel-grips,brand-4on,0,0,0,0,0,0,0,,0,zero
prod-4on-premium-comfort,4on-premium-comfort,Premium Comfort,cat-padel-grips,brand-4on,0,0,0,0,0,0,0,,0,zero
prod-4on-pro-t1,4on-pro-t1,Pro T1,cat-padel-balls,brand-4on,0,1,0,0,0,0,0,best-guide,1,thin
prod-shockout-dual-pro,shockout-dual-pro,Dual Pro,cat-padel-grips,brand-shockout,0,0,0,0,0,0,0,,0,zero
prod-shockout-shockout-perforated,shockout-shockout-perforated,ShockOut Perforated,cat-padel-grips,brand-shockout,0,0,0,0,0,0,0,,0,zero
prod-tourna-tourna-tac-xl,tourna-tourna-tac-xl,Tourna Tac XL,cat-padel-grips,brand-tourna,0,0,0,0,0,0,0,,0,zero
prod-tourna-tourna-tuff,tourna-tourna-tuff,Tourna Tuff,cat-padel-grips,brand-tourna,0,0,0,0,0,0,0,,0,zero
prod-sane-core-overgrip,sane-core-overgrip,Core Overgrip,cat-padel-grips,brand-sane,0,0,0,0,0,0,0,,0,zero
prod-noene-anti-shock-grip-padel,noene-anti-shock-grip-padel,Anti Shock Grip Padel,cat-padel-grips,brand-noene,0,0,0,0,0,0,0,,0,zero
prod-noene-undergrip-anti-shock,noene-undergrip-anti-shock,Undergrip Anti-shock,cat-padel-grips,brand-noene,0,0,0,0,0,0,0,,0,zero
prod-head-prime-tour,head-prime-tour,Prime Tour,cat-padel-grips,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-vertex-w,bullpadel-vertex-w,Vertex-W,cat-padel-shoes,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
