productId,categoryId,brandId,name,lifecycleStatus,publicationStatus,completeness,requiredFilled,requiredTerminal,importantFilled,importantTerminal,optionalFilled,verifiedFieldCount,notPublishedCount,unknownCount,sourceCoveragePct,identityNotes
prod-tretorn-serie-padel-tour,cat-padel-balls,brand-tretorn-padel,Serie+ Padel Tour,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-varlion-summum-pro-s,cat-padel-balls,brand-varlion,Summum Pro S,current,draft,VERIFIED_COMPLETE,5,0,2,2,0,7,11,0,100,
prod-varlion-summum-pro-w,cat-padel-balls,brand-varlion,Summum Pro W,current,draft,VERIFIED_COMPLETE,5,0,2,2,0,7,11,0,100,
prod-volt-premium,cat-padel-balls,brand-volt-padel,Premium,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-wilson-premier-padel,cat-padel-balls,brand-wilson-padel,Premier Padel,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-wilson-rush-100,cat-padel-balls,brand-wilson-padel,Rush 100,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-adidas-perforated-ac2ba1wh,cat-padel-grips,brand-adidas-padel,Perforated / AC2BA1WH,current,draft,VERIFIED_COMPLETE,1,0,1,4,1,4,14,0,94,
prod-adidas-tacky-feeling,cat-padel-grips,brand-adidas-padel,Tacky Feeling,current,published,VERIFIED_COMPLETE,1,0,1,4,1,4,14,0,94,
prod-babolat-pro-tour,cat-padel-grips,brand-babolat-padel,Pro Tour,current,published,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-babolat-syntec-team,cat-padel-grips,brand-babolat-padel,Syntec Team,current,draft,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-babolat-vs-original,cat-padel-grips,brand-babolat-padel,VS Original,current,published,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-black-crown-black-crown-perforated,cat-padel-grips,brand-black-crown,Black Crown Perforated,current,published,VERIFIED_COMPLETE,1,0,1,4,1,4,14,0,94,
prod-bullpadel-comfort-overgrip,cat-padel-grips,brand-bullpadel,Comfort Overgrip,current,published,VERIFIED_COMPLETE,1,0,0,5,1,2,15,0,94,
prod-bullpadel-gb-1705,cat-padel-grips,brand-bullpadel,GB-1705,current,draft,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-bullpadel-gb1201,cat-padel-grips,brand-bullpadel,GB1201,current,draft,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-bullpadel-gb1200-hac,cat-padel-grips,brand-bullpadel,GB1200 HaC,current,draft,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-drop-shot-club,cat-padel-grips,brand-drop-shot,Club,current,published,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-drop-shot-super-dry,cat-padel-grips,brand-drop-shot,Super Dry,current,draft,VERIFIED_COMPLETE,1,0,1,4,1,3,14,0,94,
prod-drop-shot-super-tacky,cat-padel-grips,brand-drop-shot,Super Tacky,current,published,VERIFIED_COMPLETE,1,0,1,4,1,4,14,0,94,
prod-enebe-enebe-smooth,cat-padel-grips,brand-enebe,Enebe Smooth,current,published,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-head-prestige-pro,cat-padel-grips,brand-head-padel,Prestige Pro,current,published,VERIFIED_COMPLETE,1,0,0,5,1,2,15,0,94,
prod-head-hydrosorb-comfort,cat-padel-grips,brand-head-padel,Hydrosorb Comfort,current,draft,VERIFIED_COMPLETE,1,0,1,4,1,4,14,0,94,
prod-head-hydrosorb-family,cat-padel-grips,brand-head-padel,Hydrosorb family,current,draft,VERIFIED_COMPLETE,1,0,1,4,1,4,14,0,94,
prod-head-padel-pro,cat-padel-grips,brand-head-padel,Padel Pro,current,published,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-head-padel-pro-perforated,cat-padel-grips,brand-head-padel,Padel Pro Perforated,current,published,VERIFIED_COMPLETE,1,0,1,4,1,4,14,0,94,
prod-head-xtreme-soft-xtremesoft,cat-padel-grips,brand-head-padel,Xtreme Soft / XtremeSoft,current,published,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-hesacore-carbon,cat-padel-grips,brand-hesacore,Carbon,current,published,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-hesacore-gel,cat-padel-grips,brand-hesacore,Gel,current,draft,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-hesacore-pro-carbon,cat-padel-grips,brand-hesacore,Pro Carbon,current,published,VERIFIED_COMPLETE,1,0,0,5,1,2,15,0,94,
prod-hesacore-tour,cat-padel-grips,brand-hesacore,Tour,current,draft,VERIFIED_COMPLETE,1,0,0,5,1,2,15,0,94,
prod-hesacore-tour-w,cat-padel-grips,brand-hesacore,Tour W,current,draft,VERIFIED_COMPLETE,1,0,0,5,1,2,15,0,94,
prod-hesacore-pink-w,cat-padel-grips,brand-hesacore,Pink / W,current,draft,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-hesacore-tour-original,cat-padel-grips,brand-hesacore,Tour / Original,current,published,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-joma-club-cushion,cat-padel-grips,brand-joma,Club Cushion,current,published,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-kuikma-antislip,cat-padel-grips,brand-kuikma,Antislip,current,draft,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-kuikma-overgrip-pro-adherence,cat-padel-grips,brand-kuikma,Overgrip Pro / Adherence,current,draft,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-nox-custom-grip,cat-padel-grips,brand-nox,Custom Grip,current,published,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-nox-luxury-pro,cat-padel-grips,brand-nox,Luxury Pro,current,draft,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-nox-h-dri,cat-padel-grips,brand-nox,H-Dri,current,draft,VERIFIED_COMPLETE,1,0,1,4,1,3,14,0,94,
prod-shockout-shockout-overgrip,cat-padel-grips,brand-shockout,ShockOut Overgrip,current,published,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-shockout-100-0062-combo,cat-padel-grips,brand-shockout,100-0062 Combo,current,draft,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-shockout-shockout,cat-padel-grips,brand-shockout,ShockOut,current,draft,VERIFIED_COMPLETE,1,0,0,5,1,2,15,0,94,
prod-siux-elite,cat-padel-grips,brand-siux,Elite,current,published,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-siux-elite-overgrip,cat-padel-grips,brand-siux,Elite Overgrip,current,published,VERIFIED_COMPLETE,1,0,0,5,1,2,15,0,94,
prod-starvie-premier-soft,cat-padel-grips,brand-starvie,Premier Soft,current,published,VERIFIED_COMPLETE,1,0,0,5,1,2,15,0,94,
prod-starvie-tacky-touch,cat-padel-grips,brand-starvie,Tacky Touch,current,draft,VERIFIED_COMPLETE,1,0,1,4,1,4,14,0,94,
prod-tecnifibre-contact-pro,cat-padel-grips,brand-tecnifibre-padel,Contact Pro,current,published,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-tecnifibre-players-pro-feel,cat-padel-grips,brand-tecnifibre-padel,Players Pro Feel,current,published,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-tecnifibre-pro-contact,cat-padel-grips,brand-tecnifibre-padel,Pro Contact,current,draft,VERIFIED_COMPLETE,1,0,0,5,1,2,15,0,94,
prod-tourna-tourna-grip-ii,cat-padel-grips,brand-tourna,Tourna Grip II,current,draft,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-tourna-tourna-grip-original-xl,cat-padel-grips,brand-tourna,Tourna Grip Original XL,current,published,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-tourna-grip-xl,cat-padel-grips,brand-tourna,Grip XL,current,draft,VERIFIED_COMPLETE,1,0,0,5,1,2,15,0,94,
prod-tourna-mega-tac,cat-padel-grips,brand-tourna,Mega Tac,current,published,VERIFIED_COMPLETE,1,0,1,4,1,3,14,0,94,
prod-wilson-wilson-replacement-grip,cat-padel-grips,brand-wilson-padel,Wilson Replacement Grip,current,published,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-wilson-pro-overgrip-perforated,cat-padel-grips,brand-wilson-padel,Pro Overgrip Perforated,current,draft,VERIFIED_COMPLETE,1,0,1,4,1,4,14,0,94,
prod-wilson-profile-padel,cat-padel-grips,brand-wilson-padel,Profile Padel,current,published,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-yonex-super-grap,cat-padel-grips,brand-yonex-padel,Super Grap,current,draft,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-kuikma-insulated-backpack-pro-40-l,cat-padel-bags,brand-kuikma,Insulated Backpack Pro 40 L,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-adidas-weekend-bag-martita-ortega-2026,cat-padel-bags,brand-adidas-padel,Weekend Bag Martita Ortega 2026,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-adidas-accessory-pouch-2026,cat-padel-accessories,brand-adidas-padel,Accessory Pouch 2026,current,published,VERIFIED_COMPLETE,1,0,1,0,1,3,2,0,80,
prod-adidas-shoe-bag-ale-gal-n,cat-padel-accessories,brand-adidas-padel,Shoe Bag Ale Galán,current,published,VERIFIED_COMPLETE,1,0,1,0,1,3,2,0,80,
prod-dunlop-elite-thermo,cat-padel-bags,brand-dunlop-padel,Elite Thermo,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-dunlop-tour-pro,cat-padel-grips,brand-dunlop-padel,Tour Pro,current,draft,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-dunlop-tour-dry,cat-padel-grips,brand-dunlop-padel,Tour Dry,current,published,VERIFIED_COMPLETE,1,0,1,4,1,4,14,0,94,
prod-dunlop-protection-tape,cat-padel-accessories,brand-dunlop-padel,Protection Tape,current,draft,VERIFIED_COMPLETE,1,0,1,3,1,3,3,0,83,
prod-joma-vero-virseda-2026,cat-padel-bags,brand-joma,Vero Virseda 2026,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-babolat-rh-perf-padel,cat-padel-bags,brand-babolat-padel,RH Perf Padel,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-bullpadel-gb-1201-perforated,cat-padel-grips,brand-bullpadel,GB-1201 Perforated,current,published,VERIFIED_COMPLETE,1,0,1,4,1,4,14,0,94,
prod-bullpadel-gb-1202-fixogrip-pro,cat-padel-grips,brand-bullpadel,GB-1202 FixoGrip Pro,current,draft,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-bullpadel-gb-1705-sensogrip-pro,cat-padel-grips,brand-bullpadel,GB-1705 SensoGrip Pro,current,draft,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-nox-pro-overgrip-perforated,cat-padel-grips,brand-nox,Pro Overgrip Perforated,current,draft,VERIFIED_COMPLETE,1,0,1,4,1,4,14,0,94,
prod-wilson-profile-padel-overgrip,cat-padel-grips,brand-wilson-padel,Profile Padel Overgrip,current,draft,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-oxdog-gold-pro,cat-padel-grips,brand-oxdog,Gold Pro,current,published,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-oxdog-gold-sticky,cat-padel-grips,brand-oxdog,Gold Sticky,current,published,VERIFIED_COMPLETE,1,0,1,4,1,4,14,0,94,
prod-oxdog-no1,cat-padel-accessories,brand-oxdog,No1,current,draft,VERIFIED_COMPLETE,1,0,1,3,1,3,3,0,83,
prod-black-crown-plus,cat-padel-bags,brand-black-crown,Plus,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-lok-one-gen-2,cat-padel-bags,brand-lok,One Gen 2,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-lok-accessory-bag-gen-2,cat-padel-bags,brand-lok,Accessory Bag Gen 2,current,published,VERIFIED_COMPLETE,1,0,0,5,0,2,19,0,100,
prod-sane-nitro,cat-padel-balls,brand-sane,Nitro,current,draft,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-sane-core,cat-padel-balls,brand-sane,Core,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-sane-spin-premium,cat-padel-balls,brand-sane,Spin Premium,current,draft,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-sane-feel,cat-padel-grips,brand-sane,Feel+,current,draft,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-sane-pro-elegance,cat-padel-bags,brand-sane,Pro Elegance,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-sane-pro-sport,cat-padel-bags,brand-sane,Pro Sport,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-sane-everyday,cat-padel-bags,brand-sane,Everyday,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-volt-volt-padelbag,cat-padel-bags,brand-volt-padel,Volt Padelbag,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-volt-volt-premium,cat-padel-grips,brand-volt-padel,Volt Premium,current,published,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-osaka-sports-padel-bag,cat-padel-bags,brand-osaka-padel,Sports Padel Bag,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-osaka-sports-backpack,cat-padel-bags,brand-osaka-padel,Sports Backpack,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-osaka-pro-tour-duffel,cat-padel-bags,brand-osaka-padel,Pro Tour Duffel,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-osaka-osaka-overgrip,cat-padel-grips,brand-osaka-padel,Osaka Overgrip,current,published,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-royal-padel-royal-overgrip,cat-padel-grips,brand-royal-padel,Royal Overgrip,current,published,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-rs-pro-padel-bag,cat-padel-bags,brand-rs-padel,Pro Padel Bag,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-rs-pro-tour-overgrip,cat-padel-grips,brand-rs-padel,Pro Tour Overgrip,current,draft,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-bounce-filtertech-padel,cat-padel-accessories,brand-bounce-tube,FilterTech Padel,current,published,VERIFIED_COMPLETE,2,1,1,3,1,4,6,0,90,
prod-4on-totalgrip-paste,cat-padel-accessories,brand-4on,TotalGrip Paste,current,published,VERIFIED_COMPLETE,1,0,1,0,1,3,2,0,80,
prod-4on-totaldry,cat-padel-accessories,brand-4on,TotalDry,current,draft,VERIFIED_COMPLETE,1,0,1,0,1,3,2,0,80,
prod-4on-swiftgrip,cat-padel-grips,brand-4on,SwiftGrip,current,published,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-4on-premium-comfort,cat-padel-grips,brand-4on,Premium Comfort,current,draft,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-4on-pro-t1,cat-padel-balls,brand-4on,Pro T1,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-shockout-dual-pro,cat-padel-grips,brand-shockout,Dual Pro,current,draft,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-shockout-shockout-perforated,cat-padel-grips,brand-shockout,ShockOut Perforated,current,draft,VERIFIED_COMPLETE,1,0,1,4,1,4,14,0,94,
prod-tourna-tourna-tac-xl,cat-padel-grips,brand-tourna,Tourna Tac XL,current,draft,VERIFIED_COMPLETE,1,0,1,4,1,4,14,0,94,
prod-tourna-tourna-tuff,cat-padel-grips,brand-tourna,Tourna Tuff,current,draft,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-sane-core-overgrip,cat-padel-grips,brand-sane,Core Overgrip,current,draft,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-noene-anti-shock-grip-padel,cat-padel-grips,brand-noene,Anti Shock Grip Padel,current,published,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-noene-undergrip-anti-shock,cat-padel-grips,brand-noene,Undergrip Anti-shock,current,published,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-head-prime-tour,cat-padel-grips,brand-head-padel,Prime Tour,current,published,VERIFIED_COMPLETE,1,0,0,5,1,3,15,0,94,
prod-bullpadel-vertex-w,cat-padel-shoes,brand-bullpadel,Vertex-W,current,published,VERIFIED_COMPLETE,1,0,6,0,4,11,5,0,100,
