slug,group,vertical,categoryId,quality,clusterClass,maxPeerSimilarity,nearestPeer,editorialReady,eligReasons
powerbar-energize,DUPLICATIVE,Running,cat-nutrition,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.814,neversecond-c30-gel,false,content_uniqueness_hold|decisionScore=100|words=2733|quality_not_launch_ready
powerblock-elite-exp-90,DUPLICATIVE,Fitness,cat-adjustable-dumbbells,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.807,powerblock-pro-series-100,false,vertical_hold
powerblock-pro-series-100,DUPLICATIVE,Fitness,cat-adjustable-dumbbells,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.807,powerblock-elite-exp-90,false,vertical_hold
powerblock-pro-series-50,DUPLICATIVE,Fitness,cat-adjustable-dumbbells,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.855,nuobell-80,false,vertical_hold
precision-ph1500,DUPLICATIVE,Running,cat-nutrition,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.775,nuun-sport,false,content_uniqueness_hold|decisionScore=100|words=2937|quality_not_launch_ready
prince-textreme-tour-100p,DUPLICATIVE,Tennis,cat-tennis-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.817,yonex-vcore-100-2023,false,vertical_hold
proviz-reflect360-running-vest,DUPLICATIVE,Running,cat-safety,DUPLICATIVE,TEMPLATE_SIMILAR_ACCEPTABLE,0.629,nathan-streak-reflective-vest,false,content_uniqueness_hold|decisionScore=100|words=2868|quality_not_launch_ready
pullup-and-dip-doorway-bar,VERTICAL_HOLD_ONLY,Fitness,cat-pull-up-bars,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.719,rogue-monster-lite-pull-up-bar,true,vertical_hold
pullup-and-dip-parallettes,DUPLICATIVE,Fitness,cat-parallettes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.756,gravity-fitness-parallettes,false,vertical_hold
pullup-and-dip-wall-bar,DUPLICATIVE,Fitness,cat-pull-up-bars,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.765,gornation-premium-pull-up-bar,false,vertical_hold
puma-deviate-nitro-3,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.845,topo-athletic-specter-2,false,content_uniqueness_hold|decisionScore=100|words=3609|quality_not_launch_ready
puma-fuse-3,DUPLICATIVE,HYROX,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.851,tyr-cxt-2,false,vertical_hold
puma-fuse-fasted,DUPLICATIVE,HYROX,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.859,nike-romaleos-4,false,vertical_hold
puma-magnify-nitro-2,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.835,asics-gel-nimbus-27,false,content_uniqueness_hold|decisionScore=100|words=3651|quality_not_launch_ready
rabbit-fuel-n-fly-men,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.800,adidas-own-the-run-tee-men,false,content_uniqueness_hold|decisionScore=100|words=3217|quality_not_launch_ready
reebok-legacy-lifter-iii,DUPLICATIVE,Fitness,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.843,nobull-trainer-plus,false,vertical_hold
reebok-lifter-pr-iii,DUPLICATIVE,Fitness,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.821,nike-savaleos,false,vertical_hold
reebok-nano-court,DUPLICATIVE,HYROX,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.815,nb-minimus-tr,false,vertical_hold
reebok-nano-x3,DUPLICATIVE,HYROX,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.860,asics-gel-quantum-360-8,false,vertical_hold
reebok-nano-x4,DUPLICATIVE,HYROX,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.863,inov8-fastlift-360,false,vertical_hold
rep-ab-5000-zero-gap,DUPLICATIVE,Fitness,cat-weight-benches,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.808,rep-fb-5000-flat-bench,false,vertical_hold
rep-ab-5200,DUPLICATIVE,Fitness,cat-weight-benches,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.769,rep-fb-5000-flat-bench,false,vertical_hold
rep-apollo-athlon-rack,VERTICAL_HOLD_ONLY,Fitness,cat-power-racks,LAUNCH_READY,NEEDS_DIFFERENTIATION,0.777,rogue-sm-2c-monster-lite,true,vertical_hold
rep-black-bumper-plate-set,DUPLICATIVE,Fitness,cat-weight-plates,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.799,eleiko-sport-bumper-set,false,vertical_hold
rep-bumper-plate-storage,VERTICAL_HOLD_ONLY,Fitness,cat-gym-storage,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.707,rogue-plate-tree,true,vertical_hold
rep-colorado-bar,DUPLICATIVE,Fitness,cat-barbells,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.873,rogue-ohio-power-bar,false,vertical_hold
rep-fb-5000-flat-bench,DUPLICATIVE,Fitness,cat-weight-benches,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.808,rep-ab-5000-zero-gap,false,vertical_hold
rep-fitness-kettlebell,VERTICAL_HOLD_ONLY,HYROX,cat-kettlebells,LAUNCH_READY,NEEDS_DIFFERENTIATION,0.741,rogue-kettlebell,true,vertical_hold
rep-pr-4000,DUPLICATIVE,Fitness,cat-power-racks,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.833,rep-pr-5000,false,vertical_hold
rep-pr-5000,DUPLICATIVE,Fitness,cat-power-racks,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.833,rep-pr-4000,false,vertical_hold
rep-quickdraw-adjustable-dumbbells,VERTICAL_HOLD_ONLY,Fitness,cat-adjustable-dumbbells,LAUNCH_READY,NEEDS_DIFFERENTIATION,0.752,bowflex-selecttech-552,true,vertical_hold
rep-slam-ball,DUPLICATIVE,HYROX,cat-functional-fitness,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.830,rogue-wall-ball,false,vertical_hold
rogue-adjustable-bench-3-0,DUPLICATIVE,Fitness,cat-weight-benches,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.786,rogue-flat-utility-bench,false,vertical_hold
rogue-dog-sled,DUPLICATIVE,HYROX,cat-functional-fitness,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.793,rep-slam-ball,false,vertical_hold
rogue-echo-bike,DUPLICATIVE,HYROX,cat-air-bikes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.872,assaultbike-elite,false,vertical_hold
rogue-echo-bumper-plate-set,DUPLICATIVE,Fitness,cat-weight-plates,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.804,atx-cast-iron-plate-set,false,vertical_hold
rogue-echo-kettlebell,DUPLICATIVE,HYROX,cat-kettlebells,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.899,rogue-kettlebell,false,vertical_hold
rogue-flat-utility-bench,DUPLICATIVE,Fitness,cat-weight-benches,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.786,rogue-adjustable-bench-3-0,false,vertical_hold
rogue-flogging-horse-stall-mat-note,VERTICAL_HOLD_ONLY,Fitness,cat-gym-flooring,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.616,mirafit-gym-mats,true,vertical_hold
rogue-kettlebell,DUPLICATIVE,HYROX,cat-kettlebells,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.899,rogue-echo-kettlebell,false,vertical_hold
rogue-monster-lite-pull-up-bar,DUPLICATIVE,Fitness,cat-pull-up-bars,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.796,gornation-premium-pull-up-bar,false,vertical_hold
rogue-ohio-bar,DUPLICATIVE,Fitness,cat-barbells,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.778,mirafit-olympic-barbell,false,vertical_hold
rogue-ohio-power-bar,DUPLICATIVE,Fitness,cat-barbells,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.873,rep-colorado-bar,false,vertical_hold
rogue-plate-carrier-vest,DUPLICATIVE,HYROX,cat-weighted-vests,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.808,gravity-fitness-weighted-vest,false,vertical_hold
rogue-plate-tree,VERTICAL_HOLD_ONLY,Fitness,cat-gym-storage,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.707,rep-bumper-plate-storage,true,vertical_hold
rogue-rm-4-monster-rack,VERTICAL_HOLD_ONLY,Fitness,cat-power-racks,LAUNCH_READY,NEEDS_DIFFERENTIATION,0.736,rep-apollo-athlon-rack,true,vertical_hold
rogue-rml-390f,VERTICAL_HOLD_ONLY,Fitness,cat-power-racks,LAUNCH_READY,NEEDS_DIFFERENTIATION,0.764,rep-pr-4000,true,vertical_hold
rogue-sandbag,DUPLICATIVE,HYROX,cat-functional-fitness,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.811,mirafit-battle-rope,false,vertical_hold
rogue-sm-2c-monster-lite,VERTICAL_HOLD_ONLY,Fitness,cat-power-racks,LAUNCH_READY,NEEDS_DIFFERENTIATION,0.777,rep-apollo-athlon-rack,true,vertical_hold
rogue-wall-ball,DUPLICATIVE,HYROX,cat-functional-fitness,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.830,rep-slam-ball,false,vertical_hold
rogue-wrist-wraps,DUPLICATIVE,Fitness,cat-lifting-accessories,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.829,blackroll-duoball,false,vertical_hold
royal-padel-m27-poly-2026,DUPLICATIVE,Padel,cat-padel-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.813,nox-at10-genius-12k-alum-xtrem-2026,false,vertical_hold
salming-race-9,VERTICAL_HOLD_ONLY,HYROX,cat-training-shoes,LAUNCH_READY,NEEDS_DIFFERENTIATION,0.760,adidas-adipower-weightlifting-2,true,vertical_hold
salming-rebel,DUPLICATIVE,HYROX,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.844,ua-charged-commit-4,false,vertical_hold
salomon-adv-skin-12,DUPLICATIVE,Running,cat-packs-vests,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.752,osprey-dyna-lt,false,content_uniqueness_hold|decisionScore=100|words=2706|quality_not_launch_ready
salomon-aero-glide-2,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.822,adidas-ultraboost-5,false,content_uniqueness_hold|decisionScore=100|words=3555|quality_not_launch_ready
salomon-bonatti-wp-men,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.814,patagonia-capilene-midweight-zip-men,false,content_uniqueness_hold|decisionScore=100|words=2786|quality_not_launch_ready
salomon-bonatti-wp-women,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.786,craft-adv-essence-short,false,content_uniqueness_hold|decisionScore=100|words=2717|quality_not_launch_ready
salomon-genesis,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.823,altra-lone-peak-8,false,content_uniqueness_hold|decisionScore=100|words=3560|quality_not_launch_ready
salomon-pulsar-trail-2,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.769,salomon-ultra-glide-2,false,content_uniqueness_hold|decisionScore=100|words=3590|quality_not_launch_ready
salomon-pulse-belt,DUPLICATIVE,Running,cat-running-belts,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.731,nathan-mirage-pak,false,content_uniqueness_hold|decisionScore=100|words=2823|quality_not_launch_ready
salomon-sense-ride-5,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.815,saucony-peregrine-15,false,content_uniqueness_hold|decisionScore=100|words=3632|quality_not_launch_ready
salomon-soft-flask-500,DUPLICATIVE,Running,cat-hydration,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.778,hydrapak-softflask-500,false,content_uniqueness_hold|decisionScore=100|words=2884|quality_not_launch_ready
salomon-soft-flask-speed-500,DUPLICATIVE,Running,cat-hydration,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.752,hydrapak-contour-2l,false,content_uniqueness_hold|decisionScore=100|words=2992|quality_not_launch_ready
salomon-soft-reservoir-15,DUPLICATIVE,Running,cat-hydration,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.810,nathan-softflask-18oz,false,content_uniqueness_hold|decisionScore=100|words=2862|quality_not_launch_ready
salomon-ultra-glide-2,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.860,nike-pegasus-trail-5,false,content_uniqueness_hold|decisionScore=100|words=3646|quality_not_launch_ready
saltstick-caps,DUPLICATIVE,Running,cat-nutrition,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.783,spring-energy-awesome-sauce,false,content_uniqueness_hold|decisionScore=100|words=3077|quality_not_launch_ready
saucony-endorphin-pro-3,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.813,new-balance-fuelcell-supercomp-elite-v4,false,content_uniqueness_hold|decisionScore=100|words=3640|quality_not_launch_ready
saucony-endorphin-pro-4,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,DUPLICATIVE,0.913,mizuno-wave-rebellion-pro-3,false,content_uniqueness_hold|decisionScore=100|words=3575|quality_not_launch_ready
saucony-guide-18,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.850,hoka-gaviota-5,false,content_uniqueness_hold|decisionScore=100|words=3528|quality_not_launch_ready
saucony-peregrine-15,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.817,saucony-xodus-ultra-3,false,content_uniqueness_hold|decisionScore=100|words=3588|quality_not_launch_ready
saucony-ride-18,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.814,brooks-hyperion-max-2,false,content_uniqueness_hold|decisionScore=100|words=3540|quality_not_launch_ready
saucony-triumph-22,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.844,adidas-adizero-evo-sl,false,content_uniqueness_hold|decisionScore=100|words=3551|quality_not_launch_ready
saucony-xodus-ultra-3,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.817,saucony-peregrine-15,false,content_uniqueness_hold|decisionScore=100|words=3581|quality_not_launch_ready
schwinn-airdyne-ad8,DUPLICATIVE,HYROX,cat-air-bikes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.840,mirafit-air-bike,false,vertical_hold
siux-diablo-revolution-2026,DUPLICATIVE,Padel,cat-padel-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.832,kuikma-pr-soft-500,false,vertical_hold
skierg2-wall-mount,DUPLICATIVE,HYROX,cat-ski-ergs,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.816,concept2-skierg-with-stand,false,vertical_hold
skratch-sport-energy-chews,DUPLICATIVE,Running,cat-nutrition,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.751,tailwind-endurance-fuel,false,content_uniqueness_hold|decisionScore=100|words=3054|quality_not_launch_ready
smartwool-thermal-merino-glove,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.834,asics-core-split-short,false,content_uniqueness_hold|decisionScore=100|words=2970|quality_not_launch_ready
smith-shift-mag,DUPLICATIVE,Running,cat-sunglasses,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.825,tifosi-vogel,false,content_uniqueness_hold|decisionScore=100|words=2983|quality_not_launch_ready
sole-f80-treadmill,DUPLICATIVE,HYROX,cat-treadmills,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.764,assaultrunner-elite,false,vertical_hold
spibelt-original,DUPLICATIVE,Running,cat-running-belts,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.756,nathan-mirage-pak,false,content_uniqueness_hold|decisionScore=100|words=2458|quality_not_launch_ready
spring-energy-awesome-sauce,DUPLICATIVE,Running,cat-nutrition,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.783,saltstick-caps,false,content_uniqueness_hold|decisionScore=100|words=3216|quality_not_launch_ready
starvie-basalto-osiris-2026,DUPLICATIVE,Padel,cat-padel-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.869,babolat-counter-viper-2026,false,vertical_hold
starvie-titania-kepler-2026,DUPLICATIVE,Padel,cat-padel-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.823,babolat-counter-viper-2026,false,vertical_hold
styrkr-gel30,DUPLICATIVE,Running,cat-nutrition,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.802,enervit-c2-1-carbo-gel,false,content_uniqueness_hold|decisionScore=100|words=2768|quality_not_launch_ready
styrkr-mix90,DUPLICATIVE,Running,cat-nutrition,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.754,tailwind-endurance-fuel,false,content_uniqueness_hold|decisionScore=100|words=2869|quality_not_launch_ready
suunto-race,DUPLICATIVE,Running,cat-gps-watches,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.779,garmin-forerunner-55,false,content_uniqueness_hold|decisionScore=100|words=2591|quality_not_launch_ready
suunto-race-s,DUPLICATIVE,Running,cat-gps-watches,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.882,garmin-forerunner-165,false,content_uniqueness_hold|decisionScore=100|words=2595|quality_not_launch_ready
suunto-smart-heart-rate-belt,DUPLICATIVE,Fitness,cat-hrm,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.783,garmin-hrm-pro-plus,false,content_uniqueness_hold|decisionScore=100|words=2690|quality_not_launch_ready
tailwind-endurance-fuel,DUPLICATIVE,Running,cat-nutrition,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.765,nuun-sport,false,content_uniqueness_hold|decisionScore=100|words=3112|quality_not_launch_ready
tecnifibre-tf40-305,DUPLICATIVE,Tennis,cat-tennis-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.786,wilson-blade-100-v9,false,vertical_hold
tecnifibre-tfight-300s-2025,DUPLICATIVE,Tennis,cat-tennis-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.821,wilson-blade-98-v9,false,vertical_hold
tecnifibre-wall-breaker-365,DUPLICATIVE,Padel,cat-padel-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.787,babolat-technical-viper-2026,false,vertical_hold
therabody-theragun-mini-2,DUPLICATIVE,Fitness,cat-recovery-gear,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.778,oofos-ooriginal,false,content_uniqueness_hold|decisionScore=100|words=2528|quality_not_launch_ready
tifosi-rail,DUPLICATIVE,Running,cat-sunglasses,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.808,oakley-flak-2-0-xl,false,content_uniqueness_hold|decisionScore=100|words=2812|quality_not_launch_ready
tifosi-vogel,DUPLICATIVE,Running,cat-sunglasses,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.825,smith-shift-mag,false,content_uniqueness_hold|decisionScore=100|words=2875|quality_not_launch_ready
topo-athletic-phantom-3,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.855,asics-novablast-6,false,content_uniqueness_hold|decisionScore=100|words=3615|quality_not_launch_ready
topo-athletic-specter-2,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.845,puma-deviate-nitro-3,false,content_uniqueness_hold|decisionScore=100|words=3538|quality_not_launch_ready
topo-athletic-terraventure-5,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.783,new-balance-fresh-foam-x-hierro-v9,false,content_uniqueness_hold|decisionScore=100|words=3630|quality_not_launch_ready
tracksmith-brighton-ls-men,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.781,ciele-gocap-athletics,false,content_uniqueness_hold|decisionScore=100|words=2798|quality_not_launch_ready
tracksmith-session-short-men,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.850,tracksmith-session-short-women,false,content_uniqueness_hold|decisionScore=100|words=2847|quality_not_launch_ready
tracksmith-session-short-women,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.850,tracksmith-session-short-men,false,content_uniqueness_hold|decisionScore=100|words=2686|quality_not_launch_ready
tracksmith-turnover-tight-women,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.799,nike-dri-fit-stride-short,false,content_uniqueness_hold|decisionScore=100|words=2733|quality_not_launch_ready
tracksmith-van-cortlandt-tee-men,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.788,brooks-notch-thermal-beanie,false,content_uniqueness_hold|decisionScore=100|words=2835|quality_not_launch_ready
tyr-cxt-1,DUPLICATIVE,HYROX,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.832,tyr-cxt1-trainer,false,vertical_hold
tyr-cxt-2,DUPLICATIVE,HYROX,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.863,nike-romaleos-5,false,vertical_hold
tyr-cxt1-trainer,DUPLICATIVE,HYROX,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.832,tyr-cxt-1,false,vertical_hold
ua-charged-commit-4,DUPLICATIVE,Fitness,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.844,salming-rebel,false,vertical_hold
ua-project-rock-bsr-4,DUPLICATIVE,Fitness,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.810,lululemon-strongfeel,false,vertical_hold
ua-reign-lifter,DUPLICATIVE,Fitness,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.795,adidas-powerlift-5,false,vertical_hold
ua-tribase-reign-6,DUPLICATIVE,Fitness,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.858,nike-metcon-9,false,vertical_hold
ultimate-direction-adventure-vest,DUPLICATIVE,Running,cat-packs-vests,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.827,camelbak-apex-pro,false,content_uniqueness_hold|decisionScore=100|words=2631|quality_not_launch_ready
ultimate-direction-body-bottle-500,DUPLICATIVE,Running,cat-hydration,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.771,hydrapak-softflask-500,false,content_uniqueness_hold|decisionScore=100|words=3014|quality_not_launch_ready
ultimate-direction-fastpack-30,DUPLICATIVE,Running,cat-packs-vests,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.838,black-diamond-distance-22,false,content_uniqueness_hold|decisionScore=100|words=2859|quality_not_launch_ready
ultimate-direction-race-vest-6,DUPLICATIVE,Running,cat-packs-vests,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.754,ultraspire-alpha-6,false,content_uniqueness_hold|decisionScore=100|words=2919|quality_not_launch_ready
ultraspire-alpha-6,DUPLICATIVE,Running,cat-packs-vests,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.770,camelbak-zephyr,false,content_uniqueness_hold|decisionScore=100|words=2805|quality_not_launch_ready
varlion-lw-carbon-difusor-2026,DUPLICATIVE,Padel,cat-padel-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.831,babolat-counter-viper-2026,false,vertical_hold
veloforte-energy-chews,DUPLICATIVE,Running,cat-nutrition,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.803,gu-energy-chews,false,content_uniqueness_hold|decisionScore=100|words=2790|quality_not_launch_ready
vivobarefoot-primus-lite-iii,VERTICAL_HOLD_ONLY,Fitness,cat-training-shoes,LAUNCH_READY,NEEDS_DIFFERENTIATION,0.784,reebok-nano-x4,true,vertical_hold
wahoo-tickr,DUPLICATIVE,Fitness,cat-hrm,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.783,garmin-hrm-pro-plus,false,content_uniqueness_hold|decisionScore=100|words=2564|quality_not_launch_ready
wahoo-tickr-fit,DUPLICATIVE,HYROX,cat-hrm,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.853,wahoo-trackr,false,content_uniqueness_hold|decisionScore=100|words=2798|quality_not_launch_ready
wahoo-tickr-x,DUPLICATIVE,Fitness,cat-hrm,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.727,wahoo-tickr,false,content_uniqueness_hold|decisionScore=100|words=2664|quality_not_launch_ready
wahoo-trackr,DUPLICATIVE,HYROX,cat-hrm,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.853,wahoo-tickr-fit,false,content_uniqueness_hold|decisionScore=100|words=2755|quality_not_launch_ready
waterrower-a1,DUPLICATIVE,HYROX,cat-rowing-machines,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.804,hydrow-wave,false,vertical_hold
wilson-blade-100-v9,DUPLICATIVE,Tennis,cat-tennis-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.857,babolat-pure-aero-2026,false,vertical_hold
wilson-blade-98-v8,DUPLICATIVE,Tennis,cat-tennis-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.874,yonex-vcore-98-2026,false,vertical_hold
wilson-blade-98-v9,DUPLICATIVE,Tennis,cat-tennis-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.888,dunlop-cx-200,false,vertical_hold
wilson-blade-pro-v2-padel-2026,DUPLICATIVE,Padel,cat-padel-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.857,kuikma-pr-soft-500,false,vertical_hold
wilson-clash-100-v2,DUPLICATIVE,Tennis,cat-tennis-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.888,head-speed-mp-2024,false,vertical_hold
wilson-clash-100-v3,DUPLICATIVE,Tennis,cat-tennis-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.746,wilson-clash-100-v2,false,vertical_hold
wilson-rush-pro-4-0,DUPLICATIVE,Tennis,cat-tennis-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.895,babolat-jet-mach-3,false,vertical_hold
wilson-rush-pro-5-padel,DUPLICATIVE,Padel,cat-padel-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.789,joma-spin-men,false,vertical_hold
wilson-rush-pro-ace,DUPLICATIVE,Padel,cat-tennis-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.815,asics-gel-resolution-9-clay,false,vertical_hold
woodway-curve-trainer,VERTICAL_HOLD_ONLY,HYROX,cat-treadmills,LAUNCH_READY,NEEDS_DIFFERENTIATION,0.763,sole-f80-treadmill,true,vertical_hold
wrightsock-coolmesh-ii,DUPLICATIVE,Running,cat-running-socks,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.817,drymax-run-lite-mesh,false,content_uniqueness_hold|decisionScore=100|words=2774|quality_not_launch_ready
xebex-ski-erg,DUPLICATIVE,HYROX,cat-ski-ergs,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.724,concept2-skierg-with-stand,false,vertical_hold
xero-prio,DUPLICATIVE,Fitness,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.803,hoka-transport,false,vertical_hold
