issue_id,severity,url,page_type,entity_slug,section,issue_class,issue_subclass,rendered_excerpt,image_path,related_entity,root_cause,source_file,source_field,transform,component,detector_that_should_have_caught_it,why_detector_missed,recommended_fix_class,confidence,status
RQ-04084,BLOCKER,https://kitletics.com/products/patagonia-capilene-cool-daily-men,product,patagonia-capilene-cool-daily-men,section:sec-fit,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase,Fit & daily use patagoniacapilenecooldailymenweatherhotmild hotmildweatherpatagoniacapilenecooldailymen patagoniacapilenecooldailymenseasonspringsummerautumn springsummerautumnseasonpatagoniacapilenecooldailymen patagoniacapilenecooldailymentemperaturesuitabilityhotmild hotmildt…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-fit,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-04085,BLOCKER,https://kitletics.com/reviews/patagonia-capilene-cool-daily-men,review,patagonia-capilene-cool-daily-men,section:sec-performance,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase,Performance patagoniacapilenecooldailymenseasonspringsummerautumn springsummerautumnseasonpatagoniacapilenecooldailymen patagoniacapilenecooldailymentemperaturesuitabilityhotmild hotmildtemperaturesuitabilitypatagoniacapilenecooldailymen patagoniacapilenecooldailymenbreathabilit…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-performance,enrichReviewForPage preserves overlay,ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-04086,BLOCKER,https://kitletics.com/products/patagonia-capilene-cool-daily-men,product,patagonia-capilene-cool-daily-men,section:sec-performance,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase,Performance patagoniacapilenecooldailymenseasonspringsummerautumn springsummerautumnseasonpatagoniacapilenecooldailymen patagoniacapilenecooldailymentemperaturesuitabilityhotmild hotmildtemperaturesuitabilitypatagoniacapilenecooldailymen patagoniacapilenecooldailymenbreathabilit…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-performance,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-04087,BLOCKER,https://kitletics.com/reviews/patagonia-capilene-cool-daily-men,review,patagonia-capilene-cool-daily-men,section:sec-tech,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase,Design & features nophonepocketpatagoniacapilenecooldailymen patagoniacapilenecooldailymenlinerno nolinerpatagoniacapilenecooldailymen patagoniacapilenecooldailymencompressionno skuslugpatagoniacapilenecooldailymen skuidprodpatagoniacapilenecooldailymen genCapileneCoolDailypatag…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-tech,enrichReviewForPage preserves overlay,ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-04088,BLOCKER,https://kitletics.com/products/patagonia-capilene-cool-daily-men,product,patagonia-capilene-cool-daily-men,section:sec-tech,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase,Design & features nophonepocketpatagoniacapilenecooldailymen patagoniacapilenecooldailymenlinerno nolinerpatagoniacapilenecooldailymen patagoniacapilenecooldailymencompressionno skuslugpatagoniacapilenecooldailymen skuidprodpatagoniacapilenecooldailymen genCapileneCoolDailypatag…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-tech,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-04089,BLOCKER,https://kitletics.com/reviews/patagonia-capilene-cool-daily-men,review,patagonia-capilene-cool-daily-men,section:sec-durability,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase,Durability patagoniacapilenecooldailymenpocketsno nopocketspatagoniacapilenecooldailymen patagoniacapilenecooldailymenphonepocketno nophonepocketpatagoniacapilenecooldailymen patagoniacapilenecooldailymenlinerno nolinerpatagoniacapilenecooldailymen patagoniacapilenecooldailymenc…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-durability,enrichReviewForPage preserves overlay,ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-04090,BLOCKER,https://kitletics.com/products/patagonia-capilene-cool-daily-men,product,patagonia-capilene-cool-daily-men,section:sec-durability,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase,Durability patagoniacapilenecooldailymenpocketsno nopocketspatagoniacapilenecooldailymen patagoniacapilenecooldailymenphonepocketno nophonepocketpatagoniacapilenecooldailymen patagoniacapilenecooldailymenlinerno nolinerpatagoniacapilenecooldailymen patagoniacapilenecooldailymenc…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-durability,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-04091,BLOCKER,https://kitletics.com/reviews/patagonia-capilene-cool-daily-men,review,patagonia-capilene-cool-daily-men,section:sec-strengths,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase,Where it is strongest patagoniacapilenecooldailymentemperaturesuitabilityhotmild hotmildtemperaturesuitabilitypatagoniacapilenecooldailymen patagoniacapilenecooldailymenbreathabilityhigh highbreathabilitypatagoniacapilenecooldailymen patagoniacapilenecooldailymenpocketsno nopock…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-strengths,enrichReviewForPage preserves overlay,ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-04092,BLOCKER,https://kitletics.com/products/patagonia-capilene-cool-daily-men,product,patagonia-capilene-cool-daily-men,section:sec-strengths,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase,Where it is strongest patagoniacapilenecooldailymentemperaturesuitabilityhotmild hotmildtemperaturesuitabilitypatagoniacapilenecooldailymen patagoniacapilenecooldailymenbreathabilityhigh highbreathabilitypatagoniacapilenecooldailymen patagoniacapilenecooldailymenpocketsno nopock…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-strengths,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-04093,BLOCKER,https://kitletics.com/reviews/patagonia-capilene-cool-daily-men,review,patagonia-capilene-cool-daily-men,section:sec-tradeoffs,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase,Trade-offs & limits patagoniacapilenecooldailymentemperaturesuitabilityhotmild hotmildtemperaturesuitabilitypatagoniacapilenecooldailymen patagoniacapilenecooldailymenbreathabilityhigh highbreathabilitypatagoniacapilenecooldailymen patagoniacapilenecooldailymenpocketsno nopocket…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-tradeoffs,enrichReviewForPage preserves overlay,ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-04094,BLOCKER,https://kitletics.com/products/patagonia-capilene-cool-daily-men,product,patagonia-capilene-cool-daily-men,section:sec-tradeoffs,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase,Trade-offs & limits patagoniacapilenecooldailymentemperaturesuitabilityhotmild hotmildtemperaturesuitabilitypatagoniacapilenecooldailymen patagoniacapilenecooldailymenbreathabilityhigh highbreathabilitypatagoniacapilenecooldailymen patagoniacapilenecooldailymenpocketsno nopocket…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-tradeoffs,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-04095,BLOCKER,https://kitletics.com/reviews/patagonia-capilene-midweight-zip-men,review,patagonia-capilene-midweight-zip-men,verdict,TOKEN_LEAK,skuslug|skuid|slug_field_value,skuslugpatagoniacapilenemidweightzipmen skuidprodpatagoniacapilenemidweightzipmen genCapileneMidweightpatagoniacapilenemidweightzipmen patagoniacapilenemidweightzipmenmaterialcapilenemidweightrecycledpolyester capilenemidweightrecycledpolyestermaterialpatagoniacapilenemidweightz…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,verdict,enrichReviewForPage preserves overlay,ReviewPage/verdict,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-04096,BLOCKER,https://kitletics.com/products/patagonia-capilene-midweight-zip-men,product,patagonia-capilene-midweight-zip-men,verdict,TOKEN_LEAK,skuslug|skuid|slug_field_value,skuslugpatagoniacapilenemidweightzipmen skuidprodpatagoniacapilenemidweightzipmen genCapileneMidweightpatagoniacapilenemidweightzipmen patagoniacapilenemidweightzipmenmaterialcapilenemidweightrecycledpolyester capilenemidweightrecycledpolyestermaterialpatagoniacapilenemidweightz…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,verdict,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/verdict,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-04097,BLOCKER,https://kitletics.com/reviews/patagonia-capilene-midweight-zip-men,review,patagonia-capilene-midweight-zip-men,final_verdict,TOKEN_LEAK,skuslug|skuid|slug_field_value,skuslugpatagoniacapilenemidweightzipmen skuidprodpatagoniacapilenemidweightzipmen genCapileneMidweightpatagoniacapilenemidweightzipmen patagoniacapilenemidweightzipmenmaterialcapilenemidweightrecycledpolyester capilenemidweightrecycledpolyestermaterialpatagoniacapilenemidweightz…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,final_verdict,enrichReviewForPage preserves overlay,ReviewPage/bottomLine,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-04098,BLOCKER,https://kitletics.com/products/patagonia-capilene-midweight-zip-men,product,patagonia-capilene-midweight-zip-men,final_verdict,TOKEN_LEAK,skuslug|skuid|slug_field_value,skuslugpatagoniacapilenemidweightzipmen skuidprodpatagoniacapilenemidweightzipmen genCapileneMidweightpatagoniacapilenemidweightzipmen patagoniacapilenemidweightzipmenmaterialcapilenemidweightrecycledpolyester capilenemidweightrecycledpolyestermaterialpatagoniacapilenemidweightz…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,final_verdict,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/bottomLine,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-04099,BLOCKER,https://kitletics.com/reviews/patagonia-capilene-midweight-zip-men,review,patagonia-capilene-midweight-zip-men,summary,TOKEN_LEAK,skuslug|skuid|slug_field_value,skuslugpatagoniacapilenemidweightzipmen skuidprodpatagoniacapilenemidweightzipmen genCapileneMidweightpatagoniacapilenemidweightzipmen patagoniacapilenemidweightzipmenmaterialcapilenemidweightrecycledpolyester capilenemidweightrecycledpolyestermaterialpatagoniacapilenemidweightz…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,summary,enrichReviewForPage preserves overlay,ReviewPage/summary,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-04100,BLOCKER,https://kitletics.com/products/patagonia-capilene-midweight-zip-men,product,patagonia-capilene-midweight-zip-men,summary,TOKEN_LEAK,skuslug|skuid|slug_field_value,skuslugpatagoniacapilenemidweightzipmen skuidprodpatagoniacapilenemidweightzipmen genCapileneMidweightpatagoniacapilenemidweightzipmen patagoniacapilenemidweightzipmenmaterialcapilenemidweightrecycledpolyester capilenemidweightrecycledpolyestermaterialpatagoniacapilenemidweightz…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,summary,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/summary,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-04101,BLOCKER,https://kitletics.com/reviews/patagonia-capilene-midweight-zip-men,review,patagonia-capilene-midweight-zip-men,how_we_assessed,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|slug_field_value|strengths_on_file|limits_on_file,Kitletics Expert Research Review. How we assessed it: Patagonia Capilene Midweight Zip-Neck (Men) as a running apparel. skuslugpatagoniacapilenemidweightzipmen skuidprodpatagoniacapilenemidweightzipmen genCapileneMidweightpatagoniacapilenemidweightzipmen patagoniacapilenemidweig…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,how_we_assessed,enrichReviewForPage preserves overlay,ReviewPage/testingContext,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-04102,BLOCKER,https://kitletics.com/products/patagonia-capilene-midweight-zip-men,product,patagonia-capilene-midweight-zip-men,how_we_assessed,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|slug_field_value|strengths_on_file|limits_on_file,Kitletics Expert Research Review. How we assessed it: Patagonia Capilene Midweight Zip-Neck (Men) as a running apparel. skuslugpatagoniacapilenemidweightzipmen skuidprodpatagoniacapilenemidweightzipmen genCapileneMidweightpatagoniacapilenemidweightzipmen patagoniacapilenemidweig…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,how_we_assessed,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/testingContext,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-04103,BLOCKER,https://kitletics.com/reviews/patagonia-capilene-midweight-zip-men,review,patagonia-capilene-midweight-zip-men,section:sec-tradeoffs,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|slug_field_value,Trade-offs & limits autumnwinterspringseasonpatagoniacapilenemidweightzipmen patagoniacapilenemidweightzipmentemperaturesuitabilitycoldmild coldmildtemperaturesuitabilitypatagoniacapilenemidweightzipmen patagoniacapilenemidweightzipmenbreathabilitymoderate moderatebreathabilityp…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-tradeoffs,enrichReviewForPage preserves overlay,ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-04104,BLOCKER,https://kitletics.com/products/patagonia-capilene-midweight-zip-men,product,patagonia-capilene-midweight-zip-men,section:sec-tradeoffs,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|slug_field_value,Trade-offs & limits autumnwinterspringseasonpatagoniacapilenemidweightzipmen patagoniacapilenemidweightzipmentemperaturesuitabilitycoldmild coldmildtemperaturesuitabilitypatagoniacapilenemidweightzipmen patagoniacapilenemidweightzipmenbreathabilitymoderate moderatebreathabilityp…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-tradeoffs,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
